"Entity Name","Alternative Form of Name","Project ID","LOD ID","Entity Location","Entity Location - Object ID",Entity_Acronym,"[Related Entity] Sub-Object ID","[Related Entity] Sub Entity","[Related Entity] Sub Entity - Object ID","[Related Entity] Main Entity","[Related Entity] Main Entity - Object ID","[Related Entity] Affiliated Entity","[Related Entity] Affiliated Entity - Object ID","[Located] Sub-Object ID","[Located] Location Reference","[Located] Location Reference - Object ID","[Located] Geometry","[Located] Located"
"NSZZ ""Solidarność""",,00777,,,,,16407872,,,,,,,16406229,,,,Gdańsk
"NSZZ ""Solidarność""",,00778,,,,,16407873,,,,,,,16406230,,,,Kielce
"NSZZ ""Solidarność""",,00779,,,,,16407874,,,,,,,16406231,,,,Wroc.
"NSZZ ""Solidarność""",,00780,,,,,16407875,,,,,,,16406232,,,,"S. l."
"NSZZ ""Solidarność""",,00781,,,,,16407876,,,,,,,16406233,,,,Łódź
"NSZZ ""Solidarność"" (odborová organizace)",,00782,,,,,16407877,,,,,,,,,,,
"NSZZ ""Solidarność"" KOS 361 Kraków",,00783,,,,,16407878,,,,,,,16406234,,,,Kraków
"NSZZ ""Solidarność"" MKZ Ziemi Łódzkiej",,00784,,,,,16407879,,,,,,,16406235,,,,Łódź
"NSZZ ""Solidarność"" SG",,00785,,,,,16407880,,,,,,,16406236,,,,Gdańsk
"NSZZ ""Solidarność"" ZR",,00786,,,,,16407881,,,,,,,16406237,,,,Katowice
"NSZZ ""Solidarność"". Region Środkowo-Wschodni",,00787,,,,,16407882,,,,,,,16406238,,,,Lublin
"NSZZ ""Solidarność"". RO",,00788,,,,,16407883,,,,,,,16406239,,,,Olsztyn
"NSZZ [Niezależny Samorządny Związek Zawodowy ""Solidarność"". Region Mazowsze przy współpr. z Niezależną Oficyną Wydawniczą ""Nowa",,00789,,,,,16407884,,,,,,,16406240,,,,Warszawa
"NSZZ [Niezależny Samorządny Związek Zawodowy ""Solidarność"". Region Mazowsze Wszechnica Robotnicza Solidarności",,00790,,,,,16407885,,,,,,,16406241,,,,Warszawa
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność Małopolska""",,00791,,,,,16407886,,,,,,,16406242,,,,Kraków
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność""",,00792,,,,,16407887,,,,,,,16406243,,,,Bydgoszcz
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność""",,00793,,,,,16407888,,,,,,,16406244,,,,Łódź
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"" Huta Katowice",,00794,,,,,16407889,,,,,,,16406245,,,,Katowice
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"" MKZ [Międzyzakładowego Komitetu Założycielskiego] Ziemi Łódzkiej",,00795,,,,,16407890,,,,,,,,,,,
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"" Politechniki Wrocławskiej",,00796,,,,,16407891,,,,,,,16406246,,,,Wrocław
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"" Regionu Mazowsze",,00797,,,,,16407892,,,,,,,16406247,,,,Warszawa
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"" Ziemi Łódzkiej",,00798,,,,,16407893,,,,,,,16406248,,,,Łódź
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Biuro Prasowe MKZ [Międzyzakładowego Komitetu Założycielskiego] Wielkopolska",,00799,,,,,16407894,,,,,,,16406249,,,,Poznań
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Ogólnopolski Zespół Historyczny Oświaty",,00800,,,,,16407895,,,,,,,,,,,
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Region Mazowsze",,00801,,,,,16407896,,,,,,,16406250,,,,Warszawa
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Region Mazowsze Instytut Wydawniczy Związków Zawodowych",,00802,,,,,16407897,,,,,,,16406251,,,,Warszawa
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Region Warmińsko-Mazurski",,00803,,,,,16407898,,,,,,,16406252,,,,"S. l."
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Zarząd Regionalny Społeczny Instytut im. Wojciecha Korfantego",,00804,,,,,16407899,,,,,,,16406253,,,,Katowice
"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"". Zarząd Regionu Dolny Śląsk",,00805,,,,,16407900,,,,,,,16406254,,,,Wrocław
"NSZZ [Niezależny Samorządny Związek Zawodowy] Solidarność w Instytucie Badań Jadrowych",,00806,,,,,16407901,,,,,,,16406255,,,,Świerk
"NSZZ [Niezależny Samorządny Związek Zawodowy] Solidarność. Ośrodek Prasowo-Wydawniczy ""Małopolska""",,00807,,,,,16407902,,,,,,,16406256,,,,"S. l."
"NSZZ RI ""Solidarność""",,00808,,,,,16407903,,,,,,,16406257,,,,"S. l."
"NSZZ RI [Niezależny Samorządny Związek Zawodowy Rolników Indywidualnych] ""Solidarność""",,00809,,,,,16407904,,,,,,,16406258,,,,Opole
"NSZZ Solidarność. Region Środkowo-Wschodni",,00810,,,,,16407905,,,,,,,16406259,,,,Lublin
"Numer Drugi",,00811,,,,,16407906,,,,,,,16406260,,,,Warszawa
Nurt,,00812,,,,,16407907,,,,,,,16406261,,,,"s.      l."
Nurt,,00813,,,,,16407908,,,,,,,16406262,,,,Warszawa
Nurt,,00814,,,,,16407909,,,,,,,16406263,,,,Kielce
Nurt,,00815,,,,,16407910,,,,,,,16406264,,,,s.l.
Nurt,,00816,,,,,16407911,,,,,,,16406265,,,,Łódź
"Nurt Chłopskiej Prawdy",,00817,,,,,16407912,,,,,,,16406266,,,,Warszawa
"NWS [Niezależne Wydaw. Studenckie]",,00818,,,,,16407913,,,,,,,16406267,,,,"S. l."
NZS,,00819,,,,,16407914,,,,,,,16406268,,,,Wrocław
NZS,,00820,,,,,16407915,,,,,,,16406269,,,,Lublin
NZS,,00821,,,,,16407916,,,,,,,16406270,,,,Poznań
NZS,,00822,,,,,16407917,,,,,,,16406271,,,,Kraków
NZS-PW,,00823,,,,,16407918,,,,,,,16406272,,,,Warszawa
"NZS [Niezależne Zrzeszenie Studentów]",,00824,,,,,16407919,,,,,,,16406273,,,,"Gliwice Wrocław"
"NZS [Niezależne Zrzeszenie Studentów]",,00825,,,,,16407920,,,,,,,16406274,,,,Warszawa
"NZS [Niezależne Zrzeszenie Studentów]",,00826,,,,,16407921,,,,,,,16406275,,,,Wrocław
"NZS [Niezależne Zrzeszenie Studentów]",,00827,,,,,16407922,,,,,,,16406276,,,,Kraków
"NZS [Niezależne Zrzeszenie Studentów] Akademii Ekonomicznej",,00828,,,,,16407923,,,,,,,16406277,,,,Kraków
"NZS [Niezależne Zrzeszenie Studentów] CDN",,00829,,,,,16407924,,,,,,,16406278,,,,Poznań
"NZS [Niezależne Zrzeszenie Studentów] Politechnika Warszawska ""Mel""",,00830,,,,,16407925,,,,,,,16406279,,,,Warszawa
"NZS [Niezależne Zrzeszenie Studentów] PW",,00831,,,,,16407926,,,,,,,16406280,,,,Wrocław
"NZS [Niezależne Zrzeszenie Studentów] Uniwersytetu Jagiellońskiego Przegląd Akademicki",,00832,,,,,16407927,,,,,,,16406281,,,,Kraków
"NZS [Niezależne Zrzeszenie Studentów], ""Universitas"" Wrocław",,00833,,,,,16407928,,,,,,,,,,,
"NZS AE [Niezależne Zrzeszenie Studentów Akademii Ekonomicznej]",,00834,,,,,16407929,,,,,,,16406282,,,,Kraków
"NZS AR",,00835,,,,,16407930,,,,,,,16406283,,,,Poznań
"NZS AR [Niezależne Zrzeszenie Studentów Akademii Rolniczej]",,00836,,,,,16407931,,,,,,,16406284,,,,Kraków
"NZS Politechniki Łódzkiej ""Solidarność Walcząca""",,00837,,,,,16407932,,,,,,,16406285,,,,Łódź
"NZS Politechniki Łódzkiej Łódzki Zespół Oświaty Niezależnej",,00838,,,,,16407933,,,,,,,16406286,,,,Łódź
"NZS PŚ",,00839,,,,,16407934,,,,,,,16406287,,,,Gliwice
"NZS PW [Niezależne Zrzeszenie Studentów Politechniki Warszawskiej]",,00840,,,,,16407935,,,,,,,16406288,,,,Warszawa
"NZS UG [Niezależne Zrzeszenie Studentów Uniwersytetu Gdańskiego]",,00841,,,,,16407936,,,,,,,16406289,,,,Gdańsk
"NZS UJ",,00842,,,,,16407937,,,,,,,16406290,,,,Kraków
"NZS UJ [Niezależne Zrzeszenie Studentów Uniwersytetu Jagiellońskiego]",,00843,,,,,16407938,,,,,,,16406291,,,,Kraków
"NZS UŁ [Niezależne Zrzeszenie Studentów Uniwersytetu Łódzkiego]",,00844,,,,,16407939,,,,,,,16406292,,,,Łódź
"NZS UŁ [Niezależne Zrzeszenie Studentów Uniwersytetu Łódzkiego] ""Paragraf""",,00845,,,,,16407940,,,,,,,16406293,,,,Łódź
"NZS UWr. [Niezależne Zrzeszenie Studentów Uniwersytetu Wrocławskiego]",,00846,,,,,16407941,,,,,,,16406294,,,,Wrocław
"NZS WSP",,00847,,,,,16407942,,,,,,,16406295,,,,Kielce
O.N-a,,00848,,,,,16407943,,,,,,,16406296,,,,Poznań
Obecność,,00849,,,,,16407944,,,,,,,16406297,,,,Szczecin
Obieg,,00850,,,,,16407945,,,,,,,16406298,,,,Warszawa
"Obozowa Oficyna Wydawnicza",,00851,,,,,16407946,,,,,,,16406299,,,,Grodków
Obraz,,00852,,,,,16407947,,,,,,,16406300,,,,Szczecin
"Obroda - klub za socialistickou přestavbu",,00853,,,,,16407948,,,,,,,,,,,
"Od Nowa",,00854,,,,,16407949,,,,,,,16406301,,,,Warszawa
"Oddział ""Kursu""",,00855,,,,,16407950,,,,,,,16406302,,,,Wrocław
Odnowa,,00856,,,,,16407951,,,,,,,16406303,,,,Warszawa
Odnowa,,00857,,,,,16407952,,,,,,,16406304,,,,Kraków
Odnowa,,00858,,,,,16407953,,,,,,,16406305,,,,"S. l."
"Odpowiedzialność i Czyn",,00859,,,,,16407954,,,,,,,16406306,,,,Warszawa
"Officyna [Liberałów]|Officyna Liberałów|Officyna Liberałów Poznań ""Głosy""",,00860,,,,,16407955,,,,,,,16406307,,,,Warszawa
"Officyna Liberałów",,00861,,,,,16407956,,,,,,,16406308,,,,Warszawa
Oficyna,,00862,,,,,16407957,,,,,,,16406309,,,,Szczecin
"Oficyna '40",,00863,,,,,16407958,,,,,,,16406310,,,,Warszawa
"Oficyna ""Kreta""",,00864,,,,,16407959,,,,,,,16406311,,,,Warszawa
"Oficyna ""Solidarność Walcząca"" ""Świadectwa""",,00865,,,,,16407960,,,,,,,16406312,,,,Łódź
"Oficyna Bezimiennych",,00866,,,,,16407961,,,,,,,16406313,,,,Kraków
"Oficyna Eksperymentalna",,00867,,,,,16407962,,,,,,,16406314,,,,Wrocław
"Oficyna im. J. Mackiewicza|Oficyna im. Józefa Mackiewicza",,00868,,,,,16407963,,,,,,,16406315,,,,Lublin
"Oficyna Literacka",,00869,,,,,16407964,,,,,,,16406316,,,,Kraków
"Oficyna Literacka",,00870,,,,,16407965,,,,,,,16406317,,,,Poznań
"Oficyna LJ",,00871,,,,,16407966,,,,,,,16406318,,,,Warszawa
"Oficyna Lwowska",,00872,,,,,16407967,,,,,,,16406319,,,,Bytom
"Oficyna Myśli Niezależnej",,00873,,,,,16407968,,,,,,,16406320,,,,Wrocław
"Oficyna Narodowa",,00874,,,,,16407969,,,,,,,16406321,,,,Pułtusk
"Oficyna Nieobecnych",,00875,,,,,16407970,,,,,,,16406322,,,,Kraków
"Oficyna Niepokornych",,00876,,,,,16407971,,,,,,,16406323,,,,Wrocław
"Oficyna Niezależnego Zrzeszenia Studentów Uniwer[sytetu] Wrocławsk[iego|Oficyna NZS UWr [Niezależnego Zrzeszenia Studentów Uniwersytetu Wrocławskiego]|Oficyna NZS UWr. [Niezależnego Zrzeszenia Studentów Uniwersytetu Wrocławskiego]|Oficyna Wydawnicza NZS [Niezależnego Zrzeszenia Studentów] Uniwersytetu Wrocławskiego|Oficyna Wydawnicza NZS UWr. [Niezależnego Zrzeszenia Studentów Uniwersytetu Wrocławskiego]",,00877,,,,,16407972,,,,,,,16406324,,,,Wrocław
"Oficyna Niezależnych",,00878,,,,,16407973,,,,,,,16406325,,,,Warszawa
"Oficyna Niezależnych",,00879,,,,,16407974,,,,,,,16406326,,,,Wrocław
"Oficyna NZS [Niezależnego Zrzeszenia Studentów]",,00880,,,,,16407975,,,,,,,16406327,,,,Wrocław
"Oficyna NZS PW",,00881,,,,,16407976,,,,,,,16406328,,,,Wrocław
"Oficyna NZS UJ [Niezależnego Zrzeszenia Studentów Uniwersytetu Jagiellońskiego] ""Jagiellonia""",,00882,,,,,16407977,,,,,,,16406329,,,,Kraków
"Oficyna Poetów",,00883,,,,,16407978,,,,,,,16406330,,,,Warszawa
"Oficyna Pokątnych Edytorów Niezależnych",,00884,,,,,16407979,,,,,,,16406331,,,,Warszawa
"Oficyna Polska",,00885,,,,,16407980,,,,,,,16406332,,,,Warszawa
"Oficyna Radomska",,00886,,,,,16407981,,,,,,,16406333,,,,Radom
"Oficyna Studencka ""Osa""",,00887,,,,,16407982,,,,,,,16406334,,,,Warszawa
"Oficyna Sztuk Pięknych",,00888,,,,,16407983,,,,,,,16406335,,,,Warszawa
"Oficyna Śląska",,00889,,,,,16407984,,,,,,,16406336,,,,Katowice
"Oficyna W",,00890,,,,,16407985,,,,,,,16406337,,,,Kraków
"Oficyna w Suterenie",,00891,,,,,16407986,,,,,,,16406338,,,,"S. l."
"Oficyna WE",,00892,,,,,16407987,,,,,,,16406339,,,,Warszawa
"Oficyna WE Niezależna Oficyna Wydawnicza",,00893,,,,,16407988,,,,,,,16406340,,,,Warszawa
"Oficyna WE; NOWA",,00894,,,,,16407989,,,,,,,16406341,,,,Warszawa
"Oficyna Wolnego Słowa",,00895,,,,,16407990,,,,,,,16406342,,,,Warszawa
"Oficyna Wydawnicza",,00896,,,,,16407991,,,,,,,16406343,,,,Warszawa
"Oficyna Wydawnicza",,00897,,,,,16407992,,,,,,,16406344,,,,Gdańsk
"Oficyna Wydawnicza",,00898,,,,,16407993,,,,,,,16406345,,,,Łódź
"Oficyna Wydawnicza ""Solidarność""",,00899,,,,,16407994,,,,,,,,,,,
"Oficyna Wydawnicza ""Sprawa Polska""",,00900,,,,,16407995,,,,,,,16406346,,,,Warszawa
"Oficyna Wydawnicza [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00901,,,,,16407996,,,,,,,16406347,,,,Wrocław
"Oficyna Wydawnicza 63",,00902,,,,,16407997,,,,,,,16406348,,,,Warszawa
"Oficyna Wydawnicza Huty ""Solidarność""",,00903,,,,,16407998,,,,,,,16406349,,,,Kraków
"Oficyna Wydawnicza im. Grzegorza Przemyka",,00904,,,,,16407999,,,,,,,16406350,,,,Wrocław
"Oficyna Wydawnicza Niezależnego Zrzeszenia Studentów Politechniki Poznańskiej|Oficyna Wydawnicza NZS PP [Niezależnego Zrzeszenia Studentów Politechniki Poznańskiej]",,00905,,,,,16408000,,,,,,,16406351,,,,Poznań
"Oficyna Wydawnicza NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Region Pojezierze",,00906,,,,,16408001,,,,,,,16406352,,,,Suwałki
"Oficyna Wydawnicza NZS [Niezależnego Zrzeszenia Studentów] 1985",,00907,,,,,16408002,,,,,,,16406353,,,,Wrocław
"Oficyna Wydawnicza NZS AR [Niezależnego Zrzeszenia Studentów Akademii Rolniczej] ""Kret""",,00908,,,,,16408003,,,,,,,16406354,,,,Szczecin
"Oficyna Wydawnicza P. S.",,00909,,,,,16408004,,,,,,,16406355,,,,Warszawa
"Oficyna Wydawnicza P. T.",,00910,,,,,16408005,,,,,,,16406356,,,,"Podkowa Leśna"
Ogniwo,,00911,,,,,16408006,,,,,,,16406357,,,,Wrocław
Ojczyzna,,00912,,,,,16408007,,,,,,,16406358,,,,"Gdańsk Katowice [etc.]"
Ojczyzna,,00913,,,,,16408008,,,,,,,16406359,,,,Warszawa
"ON - Oświata Niezależna",,00914,,,,,16408009,,,,,,,16406360,,,,Warszawa
"ON [Oświata Niezależna]",,00915,,,,,16408010,,,,,,,16406361,,,,Warszawa
"ON [Oświata Niezależna]",,00916,,,,,16408011,,,,,,,16406362,,,,Wrocław
"ON [Oświata Niezależna] ""Przedświt""",,00917,,,,,16408012,,,,,,,16406363,,,,Warszawa
"ON [Oświata Niezależna] KOS|ON [Oświata Niezależna] Wydaw. Społeczne KOS",,00918,,,,,16408013,,,,,,,16406364,,,,Warszawa
"Opus bonum (organizace)",,00919,,,,,16408014,,,,,,,,,,,
"Org[anizacja] Zakładowa NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" przy Wojewódzkiej i Miejskiej Bibliotece Publicznej",,00920,,,,,16408015,,,,,,,16406365,,,,Szczecin
"Organizace spojených národů",,00921,,,,,16408016,,,,,,,,,,,
"Organizacja Służby Niepodległości Rzeczypospolitej Polskiej",,00922,,,,,16408017,,,,,,,16406366,,,,Warszawa
"Orientace [samizdat]",,00923,,,,,16408018,,,,,,,16406367,,,,Praha
Osa,,00924,,,,,16408019,,,,,,,16406368,,,,"S. l."
"Ostoja Narodowa",,00925,,,,,16408020,,,,,,,16406369,,,,Warszawa
Ość,,00926,,,,,16408021,,,,,,,16406370,,,,Kraków
"Ośrodek Badań i Prognoz",,00927,,,,,16408022,,,,,,,16406371,,,,Szczecin
"Ośrodek Badań Społecznych",,00928,,,,,16408023,,,,,,,,,,,
"Ośrodek Badań Społecznych NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Region Mazowsze|Ośrodek Badań Społecznych NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Region Mazowwsze",,00929,,,,,16408024,,,,,,,16406372,,,,"S. l.|Warszawa"
"Ośrodek Badawczo-Rozwojowy Instytutu Wolnej Poligrafii im. Gutienbiergowa",,00930,,,,,16408025,,,,,,,16406373,,,,"Warsz.|S. l."
"Ośrodek Prac Społeczno-Zawodowych MKZ NSZZ [Międzyzakładowego Komitetu Założycielskigo Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00931,,,,,16408026,,,,,,,16406374,,,,Gdańsk
"Ośrodek Prac Społeczno-Zawodowych NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Instytut Wydawniczy Związków Zawodowych",,00932,,,,,16408027,,,,,,,16406375,,,,Warszawa
"Oświata Niezależna|Oświata Niezależna Wydaw. Społeczne KOS",,00933,,,,,16408028,,,,,,,16406376,,,,Warszawa
"OW ""Solidarność""",,00934,,,,,16408029,,,,,,,16406377,,,,Wrocław
"OW ""Solidarność"" MKZ",,00935,,,,,16408030,,,,,,,16406378,,,,Wrocław
Panaceum,,00936,,,,,16408031,,,,,,,16406379,,,,Kraków
"Państwowy Instytut Wydawniczy",,00937,,,,,16408032,,,,,,,,,,,
"Parafia Miłosierdzia Bożego ul. Żytnia przy współpr. Muzeum Archidiecezji Warszawskiej",,00938,,,,,16408033,,,,,,,16406380,,,,Warszawa
"Parafia p[od] w[ezwaniem] Św[iętego] Stanisława Kostki",,00939,,,,,16408034,,,,,,,16406381,,,,Warszawa
"Parafia Rzymsko-Katolicka",,00940,,,,,16408035,,,,,,,16406382,,,,"Podkowa Leśna"
Paragraf,,00941,,,,,16408036,,,,,,,16406383,,,,Łódź
"Partito comunista italiano",,00942,,,,,16408037,,,,,,,,,,,
PAW,,00943,,,,,16408038,,,,,,,16406384,,,,"s. l."
Pax,,00944,,,,,16408039,,,,,,,16406385,,,,Warsz.
"PEN-klub (Polsko)",,00945,,,,,16408040,,,,,,,,,,,
Periculum,,00946,,,,,16408041,,,,,,,16406386,,,,Warszawa
Pershing,,00947,,,,,16408042,,,,,,,16406387,,,,Warszawa
Peryskop,,00948,,,,,16408043,,,,,,,16406388,,,,Warszawa
Petit,,00949,,,,,16408044,,,,,,,16406389,,,,Warszawa
Petit,,00950,,,,,16408045,,,,,,,16406390,,,,Gdynia
PeTiT,,00951,,,,,16408046,,,,,,,16406391,,,,Gdańsk
Piast,,00952,,,,,16408047,,,,,,,16406392,,,,Łódź
Piechur,,00953,,,,,16408048,,,,,,,16406393,,,,Warszawa
"PIK [Podziemny Informator Katowicki]",,00954,,,,,16408049,,,,,,,16406394,,,,Katowice
"PIK [Prywatna Inicjatywa Krakowska]",,00955,,,,,16408050,,,,,,,16406395,,,,Kraków
"Plastic People of the Universe (hudební skupina)",,00956,,,,,16408051,,,,,,,,,,,
PLO,,00957,,,,,16408052,,,,,,,16406396,,,,Gdynia
"Po Prostu Bis",,00958,,,,,16408053,,,,,,,16406397,,,,Kraków
"Po Prostu|""Po Prostu""",,00959,,,,,16408054,,,,,,,16406398,,,,Katowice
"Pod Prąd",,00960,,,,,16408055,,,,,,,16406399,,,,Warszawa
"Pod Prąd",,00961,,,,,16408056,,,,,,,16406400,,,,Kraków
"Podziemna Drukarnia Wałkowa",,00962,,,,,16408057,,,,,,,16406401,,,,Warsz.
"Podziemna Oficyna Rolnicza ""Solidarność""",,00963,,,,,16408058,,,,,,,16406402,,,,Warszawa
"Podziemne Warsztaty Wydawnicze - Europa",,00964,,,,,16408059,,,,,,,16406403,,,,Warszawa?
Pokolenie,,00965,,,,,16408060,,,,,,,16406404,,,,Warszawa|Warsz.
Pokolenie,,00966,,,,,16408061,,,,,,,16406405,,,,Łódź
"Pokolenie Krąg",,00967,,,,,16408062,,,,,,,16406406,,,,Warszawa
"Pokolenie na zlec. NZS Unia",,00968,,,,,16408063,,,,,,,16406407,,,,Warszawa
"Pokolenie Wola",,00969,,,,,16408064,,,,,,,16406408,,,,Warszawa
"Politechnika Gdańska",,00970,,,,,16408065,,,,,,,16406409,,,,Gdańsk
Polityka,,00971,,,,,16408066,,,,,,,16406410,,,,Warszawa
"Polityka Polska",,00972,,,,,16408067,,,,,,,16406411,,,,Warszawa
Polonia,,00973,,,,,16408068,,,,,,,16406412,,,,Łódź
"Polska Akademia Nauk",,00974,,,,,16408069,,,,,,,,,,,
"Polska i Polityka",,00975,,,,,16408070,,,,,,,16406413,,,,Łódź
"Polska Oficyna Wydawnicza Instytutu Europy Wschodniej ""Powiew""",,00976,,,,,16408071,,,,,,,16406414,,,,Warszawa
"Polska Partia Niepodległościowa",,00977,,,,,16408072,,,,,,,,,,,
"Polska Partia Socjalistyczna|Polska Partia Socjalistyczna - Rewolucja Demokratyczna (politická strana)",,00978,,,,,16408073,,,,,,,,,,,
"Polska Zjednoczona Partia Robotnicza",,00979,,,,,16408074,,,,,,,,,,,
"Polské kulturní středisko",,00980,,,,,16408075,,,,,,,,,,,
"Polski Instytut Wydawniczy",,00981,,,,,16408076,,,,,,,16406415,,,,Katowice
"Polski Związek Wspólnoty Narodowej",,00982,,,,,16408077,,,,,,,,,,,
"Polskie Porozumienie Niepodległościowe",,00983,,,,,16408078,,,,,,,,,,,
"Polskie Radio",,00984,,,,,16408079,,,,,,,,,,,
"Polskie Stronnictwo Ludowe",,00985,,,,,16408080,,,,,,,,,,,
"Polskie Stronnictwo Narodowe",,00986,,,,,16408081,,,,,,,,,,,
"Polskie Towarzystwo Historyczne",,00987,,,,,16408082,,,,,,,,,,,
"Polskie Towarzystwo Socjologiczne",,00988,,,,,16408083,,,,,,,,,,,
"Polsko-československá solidarita (organizace)",,00989,,,,,16408084,,,,,,,,,,,
Polsko.,,00990,,,,,16408085,,,,,,,,,,,
"Polský institut v Praze",,00991,,,,,16408086,,,,,,,,,,,
"Pomarańczowa Alternatywa",,00992,,,,,16408087,,,,,,,,,,,
PoMost,,00993,,,,,16408088,,,,,,,16406416,,,,"Wrocław, Warszawa"
PoMost,,00994,,,,,16408089,,,,,,,16406417,,,,Warszawa
"Porozumienie Prasowe ""Solidarność Zwycięży""",,00995,,,,,16408090,,,,,,,16406418,,,,Kraków
"Porozumienie Prasowe ""Solidarność Zwycięży"" Liberalno-Demokratyczna Partia ""Niepodległość""",,00996,,,,,16408091,,,,,,,16406419,,,,"Nowa Huta"
Portowiec,,00997,,,,,16408092,,,,,,,16406420,,,,Gdańsk
Posłanie,,00998,,,,,16408093,,,,,,,16406421,,,,Rzeszów
"Post Scriptum",,00999,,,,,16408094,,,,,,,16406422,,,,Warszawa
Postój,,01000,,,,,16408095,,,,,,,16406423,,,,Toruń
"Pow[ielarnia] nr 2 Orl.",,01001,,,,,16408096,,,,,,,16406424,,,,"s. l."
"Powielarnia K.O.S.-ów",,01002,,,,,16408097,,,,,,,16406425,,,,Krak.
"Powielarnia Puszcza Niepołomicka",,01003,,,,,16408098,,,,,,,16406426,,,,"s.l.|s. l.|Krak."
"Powielarnia Puszcza Niepołomicka",,01004,,,,,16408099,,,,,,,16406427,,,,"s. l."
"Powielarnia Studium Kultury Chrześcijańskiej",,01005,,,,,16408100,,,,,,,16406428,,,,Warsz.
"Półka Poetów",,01006,,,,,16408101,,,,,,,16406429,,,,Kraków
Półświatek,,01007,,,,,16408102,,,,,,,16406430,,,,Łódź
PPN,,01008,,,,,16408103,,,,,,,16406431,,,,Warszawa
PPS,,01009,,,,,16408104,,,,,,,16406432,,,,Warszawa
"Prawy Cios",,01010,,,,,16408105,,,,,,,16406433,,,,Przemyśl
"Prawy Margines",,01011,,,,,16408106,,,,,,,16406434,,,,Warszawa
"Pražská imaginace [samizdat]",,01012,,,,,16408107,,,,,,,16406435,,,,Praha
PRK,,01013,,,,,16408108,,,,,,,16406436,,,,"Podkowa Leśna"
Pro-Za,,01014,,,,,16408109,,,,,,,16406437,,,,Wrocław
"Pro Fide Rege et Lege",,01015,,,,,16408110,,,,,,,16406438,,,,Warszawa
"Pro Patria",,01016,,,,,16408111,,,,,,,16406439,,,,Łódź
Profil,,01017,,,,,16408112,,,,,,,16406440,,,,Wrocław
"Profil Ruch Społeczny Solidarność",,01018,,,,,16408113,,,,,,,16406441,,,,Warszawa
"Profil Ruch Społeczny Solidarność",,01019,,,,,16408114,,,,,,,16406442,,,,Wrocław
"Prolog (nakladatelství)",,01020,,,,,16408115,,,,,,,,,,,
Prom,,01021,,,,,16408116,,,,,,,16406443,,,,Warszawa
Promieniści,,01022,,,,,16408117,,,,,,,16406444,,,,Kraków
Prowizorium,,01023,,,,,16408118,,,,,,,16406445,,,,"S. l."
"Prywatna Inicjatywa Krakowska w miłej współpracy z NOWĄ",,01024,,,,,16408119,,,,,,,16406446,,,,Kraków
"Prywatna Inicjatywa Wydawnicza PIW",,01025,,,,,16408120,,,,,,,16406447,,,,"Katowice Kraków"
Pryzmat,,01026,,,,,16408121,,,,,,,16406448,,,,Warszawa
Pryzmat,,01027,,,,,16408122,,,,,,,16406449,,,,"s. l."
Przedruk,,01028,,,,,16408123,,,,,,,16406450,,,,Gdańsk
Przedświt,,01029,,,,,16408124,,,,,,,16406451,,,,"Wrocław Katowice [etc.]|Wrocław [etc.]"
Przedświt,,01030,,,,,16408125,,,,,,,16406452,,,,Warszawa
"Przedświt|""Przedświt"". Warszawska Niezależna Oficyna Poetów i Malarzy",,01031,,,,,16408126,,,,,,,16406453,,,,Warszawa
Przegląd,,01032,,,,,16408127,,,,,,,16406454,,,,"S. l."
"Przegląd Wiadomości Agencyjnych",,01033,,,,,16408128,,,,,,,16406455,,,,Warszawa
Przyszłość,,01034,,,,,16408129,,,,,,,16406456,,,,Warszawa
PSN,,01035,,,,,16408130,,,,,,,16406457,,,,Warszawa
PŚ,,01036,,,,,16408131,,,,,,,16406458,,,,Katow.
"Public Theatre w Nowym Jorku",,01037,,,,,16408132,,,,,,,,,,,
Puls,,01038,,,,,16408133,,,,,,,16406459,,,,"S. l."
Punkt,,01039,,,,,16408134,,,,,,,16406460,,,,Warszawa
