"Entity Name","Alternative Form of Name","Project ID","LOD ID","Entity Location","Entity Location - Object ID",Entity_Acronym,"[Related Entity] Sub-Object ID","[Related Entity] Sub Entity","[Related Entity] Sub Entity - Object ID","[Related Entity] Main Entity","[Related Entity] Main Entity - Object ID","[Related Entity] Affiliated Entity","[Related Entity] Affiliated Entity - Object ID","[Located] Sub-Object ID","[Located] Location Reference","[Located] Location Reference - Object ID","[Located] Geometry","[Located] Located"
"Centrum Badania Opinii Społecznej NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00241,,,,,16407336,,,,,,,,,,,
Československo.,,00242,,,,,16407337,,,,,,,,,,,
"Chałupniczy Instytut Wydawniczy im. K. Żygulskiego",,00243,,,,,16407338,,,,,,,16405753,,,,Poznań
Charis,,00244,,,,,16407339,,,,,,,16405754,,,,Warszawa
"Charta 77 (skupina)",,00245,,,,,16407340,,,,,,,,,,,
"Chatka Żaka",,00246,,,,,16407341,,,,,,,16405755,,,,Lublin
Chimera,,00247,,,,,16407342,,,,,,,16405756,,,,Warszawa
"Ciąg Dalszy",,00248,,,,,16407343,,,,,,,16405757,,,,Warszawa
CiS,,00249,,,,,16407344,,,,,,,16405758,,,,Lublin
CND,,00250,,,,,16407345,,,,,,,16405759,,,,Poznań
Consensus,,00251,,,,,16407346,,,,,,,16405760,,,,Warszawa|W[arsza]wa
Constans,,00252,,,,,16407347,,,,,,,16405761,,,,Wrocław
Copyright,,00253,,,,,16407348,,,,,,,16405762,,,,Warszawa
Cykl,,00254,,,,,16407349,,,,,,,16405763,,,,"S. l."
Czas,,00255,,,,,16407350,,,,,,,16405764,,,,Warszawa
"Czas Przyszły",,00256,,,,,16407351,,,,,,,16405765,,,,"s. l.|Warszawa|Warszawa [etc.]"
"Czuwanie|""Czuwanie"" Wydaw. Niezależne",,00257,,,,,16407352,,,,,,,16405766,,,,"S. l.|Warszawa"
"De Facto",,00258,,,,,16407353,,,,,,,16405767,,,,Wrocław
"Der Spiegel",,00259,,,,,16407354,,,,,,,,,,,
Dezerter,,00260,,,,,16407355,,,,,,,16405768,,,,Warszawa
Dialogi,,00261,,,,,16407356,,,,,,,16405769,,,,Warszawa
Didero,,00262,,,,,16407357,,,,,,,16405770,,,,"S. l."
"DiP-Konwersatorium Doświadczenie i Przyszłość",,00263,,,,,16407358,,,,,,,16405771,,,,Warszawa
"Divadlo na provázku",,00264,,,,,16407359,,,,,,,,,,,
DLP,,00265,,,,,16407360,,,,,,,16405772,,,,"Stalowa Wola"
"Dolnośląska Rada Edukacji",,00266,,,,,16407361,,,,,,,16405773,,,,Wrocław
"Domowe Zakłady Graficzne",,00267,,,,,16407362,,,,,,,16405774,,,,Warszawa
"Doświadczenie i Przyszłość",,00268,,,,,16407363,,,,,,,16405775,,,,Warszawa
"Doświadczenie i Przyszłość (diskusní klub)",,00269,,,,,16407364,,,,,,,,,,,
Droga,,00270,,,,,16407365,,,,,,,16405776,,,,Warszawa
DRP,,00271,,,,,16407366,,,,,,,16405777,,,,Warsz.
"Druk ZPG-a Komisja Zakładowa NSZZ ""Solidarność"" przy Wyższej Szkole Morskiej w Gdyni",,00272,,,,,16407367,,,,,,,16405778,,,,Gdynia
"Druk. im. 11 Listopada",,00273,,,,,16407368,,,,,,,16405779,,,,"s. l."
"Druk. im. gen. L. Niedźwiadka-Okulickiego",,00274,,,,,16407369,,,,,,,16405780,,,,"s. l."
"Druk. im. H. Dobrowolskiego",,00275,,,,,16407370,,,,,,,16405781,,,,"s. l."
"Druk. im. J. Palacha",,00276,,,,,16407371,,,,,,,16405782,,,,Szczec.
"Druk. im. Żołnierzy AK",,00277,,,,,16407372,,,,,,,16405783,,,,"s. l."
"Druk. im. Żołnierzy Armii Krajowej",,00278,,,,,16407373,,,,,,,16405784,,,,Skarżysko-Kamienna
"Druk. im. Żołnierzy Armii Krajowej Regionu Świętokrzyskiego. Nurt Region Świętokrzyski",,00279,,,,,16407374,,,,,,,16405785,,,,"s. l."
"Druk. Polowa",,00280,,,,,16407375,,,,,,,16405786,,,,"s. l."
"Druk. Polowa im. gen. Leopolda Niedźwiadka-Okulickiego",,00281,,,,,16407376,,,,,,,16405787,,,,"s. l."
"Druk. Polowa KOS 44 LW",,00282,,,,,16407377,,,,,,,16405788,,,,"s. l."
"Druk. Polowa KOS 44 WL",,00283,,,,,16407378,,,,,,,16405789,,,,"s. l."
"Druk. Polowa nr 44 im. T. Kościuszko",,00284,,,,,16407379,,,,,,,16405790,,,,"s.      l."
"Druk. Salonowa Ursyna Niemcewicza",,00285,,,,,16407380,,,,,,,16405791,,,,Warsz.
"Druk. św. Barbary",,00286,,,,,16407381,,,,,,,16405792,,,,Tarnów
"Druk. TKO ""S""",,00287,,,,,16407382,,,,,,,16405793,,,,"s. l."
"Druk|""Druk"" - Biblioteka Tygodnika Związkowego",,00288,,,,,16407383,,,,,,,16405794,,,,Warszawa
"Duszpasterstwo Pracownicze",,00289,,,,,16407384,,,,,,,16405795,,,,"S. l."
"Duszpasterstwo Środowisk Twórczych przy Kościele Najś[więtszego] im[ienia] Jezus Ojców Jezuitów|Duszpasterstwo Środowisk Twórczych przy Kościele Najś[więtszego] im[ienia] Jezusa",,00290,,,,,16407385,,,,,,,16405796,,,,Łódź
"Dzika Oficyna Wydawnicza im. Lenki Cvrckowej|Dzika Oficyna Wydawnicza im. Lenki Cvrckovej",,00291,,,,,16407386,,,,,,,16405797,,,,Wrocław
Ecco|ECCO,,00292,,,,,16407387,,,,,,,16405798,,,,Warszawa
ED,,00293,,,,,16407388,,,,,,,16405799,,,,"S. l."
"Edice Expedice [samizdat]",,00294,,,,,16407389,,,,,,,16405800,,,,Praha
"Edice Prameny [samizdat]",,00295,,,,,16407390,,,,,,,16405801,,,,Brno
"Editions Spotkania",,00296,,,,,16407391,,,,,,,16405802,,,,"Warszawa Paryż"
Ekstremista,,00297,,,,,16407392,,,,,,,16405803,,,,Warszawa
Eldruk,,00298,,,,,16407393,,,,,,,16405804,,,,"s. l."
Elipsa,,00299,,,,,16407394,,,,,,,16405805,,,,"S. l."
Eljot,,00300,,,,,16407395,,,,,,,16405806,,,,"S. l."
Els|ELS,,00301,,,,,16407396,,,,,,,16405807,,,,"S. l.|Wrocław"
Enigma,,00302,,,,,16407397,,,,,,,16405808,,,,Kraków
Enklawa,,00303,,,,,16407398,,,,,,,16405809,,,,Warszawa
Errata,,00304,,,,,16407399,,,,,,,16405810,,,,Szczecin
Errata,,00305,,,,,16407400,,,,,,,16405811,,,,Warszawa
Errata,,00306,,,,,16407401,,,,,,,16405812,,,,Poznań
"Estoński związek Pisarzy",,00307,,,,,16407402,,,,,,,,,,,
Europa,,00308,,,,,16407403,,,,,,,16405813,,,,Warszawa
"Evropský kulturní klub",,00309,,,,,16407404,,,,,,,,,,,
Fakt,,00310,,,,,16407405,,,,,,,16405814,,,,Gdańsk
"Fakt|""Fakt"" Łódzki Zespół Oświaty Niezależnej",,00311,,,,,16407406,,,,,,,16405815,,,,Łódź
Fakty,,00312,,,,,16407407,,,,,,,16405816,,,,Warszawa
Fakty,,00313,,,,,16407408,,,,,,,16405817,,,,Wrocław
"Federacja Młodzieży Walczącej",,00314,,,,,16407409,,,,,,,,,,,
"Federacja Południowo-Zachodnia Niezależnego Zrzeszenia Studentów",,00315,,,,,16407410,,,,,,,16405818,,,,"S. l."
"Federální shromáždění",,00316,,,,,16407411,,,,,,,,,,,
Feniks,,00317,,,,,16407412,,,,,,,16405819,,,,Warszawa
Feniks,,00318,,,,,16407413,,,,,,,16405820,,,,Wrocław
Filip,,00319,,,,,16407414,,,,,,,16405821,,,,Bydgoszcz
"Film i Literatura",,00320,,,,,16407415,,,,,,,16405822,,,,Łódź
"Fin De Siecle - Akademicki Klub Liberalny",,00321,,,,,16407416,,,,,,,16405823,,,,Gdańsk
"FIS - Fundacja Inicjatyw Społecznych",,00322,,,,,16407417,,,,,,,16405824,,,,Lublin
Fontanna,,00323,,,,,16407418,,,,,,,16405825,,,,Warszawa
"Forum Niezależnych",,00324,,,,,16407419,,,,,,,16405826,,,,Warszawa
"Foto - Robotnicza Agencja Fotograficzna",,00325,,,,,16407420,,,,,,,16405827,,,,Warszawa
"Fotonowa. Niezależna Agencja Fotograficzna",,00326,,,,,16407421,,,,,,,16405828,,,,Warszawa
FotoSolidarność,,00327,,,,,16407422,,,,,,,16405829,,,,"S. l."
"Francuski PEN-Club",,00328,,,,,16407423,,,,,,,,,,,
"Fundusz Inicjatyw Społecznych",,00329,,,,,16407424,,,,,,,16405830,,,,Lublin
"Fundusz Wydawniczy ""Naszego Czasu""",,00330,,,,,16407425,,,,,,,16405831,,,,Gdańsk
"FWP ""EM""",,00331,,,,,16407426,,,,,,,16405832,,,,"s. l."
G,,00332,,,,,16407427,,,,,,,16405833,,,,Kraków
"G gest",,00333,,,,,16407428,,,,,,,16405834,,,,"S. l."
"G.O.S. Solidarność im. ks. Jerzego Popiełuszki",,00334,,,,,16407429,,,,,,,16405835,,,,Warszawa
"Galeria Bez Miejsca",,00335,,,,,16407430,,,,,,,16405836,,,,"S. l."
"Galeria Działań Maniakalnych",,00336,,,,,16407431,,,,,,,,,,,
"Galeria GN",,00337,,,,,16407432,,,,,,,16405837,,,,Gdańsk
Gdańsk,,00338,,,,,16407433,,,,,,,16405838,,,,Gdańsk
"Gdański Sierpień",,00339,,,,,16407434,,,,,,,16405839,,,,Gdańsk
"Gdańskie Towarzystwo Polityczne ""Młoda Polska""",,00340,,,,,16407435,,,,,,,,,,,
"Gilosz ""Azyl""",,00341,,,,,16407436,,,,,,,16405840,,,,Warszawa
"Głos SKOS-ów",,00342,,,,,16407437,,,,,,,16405841,,,,Poznań
"Głos Śląsko-Dąbrowski",,00343,,,,,16407438,,,,,,,16405842,,,,Katowice
"Głos Śląsko-Dąbrowski|Głos Śląsko-Dąbrowski [Niezależnego Samorządnego Związku Zawodowego] Solidarność",,00344,,,,,16407439,,,,,,,16405843,,,,Katowice
"Głos Wolny",,00345,,,,,16407440,,,,,,,16405844,,,,Warszawa
"Głos|""Głos"" Niezależne Wydaw. Harcerskie",,00346,,,,,16407441,,,,,,,16405845,,,,Warsz.|Warszawa
Głosy,,00347,,,,,16407442,,,,,,,16405846,,,,Poznań
"Goniec Wielkopolski",,00348,,,,,16407443,,,,,,,16405847,,,,Poznań
"Górnośląska Oficyna Wydawnicza",,00349,,,,,16407444,,,,,,,16405848,,,,"S. l."
Graf,,00350,,,,,16407445,,,,,,,16405849,,,,Gdańsk
"Grono Przyjacielskie",,00351,,,,,16407446,,,,,,,16405850,,,,"Poznań Kraków|Kraków"
Grot,,00352,,,,,16407447,,,,,,,16405851,,,,Warszawa
Grot,,00353,,,,,16407448,,,,,,,16405852,,,,Toruń
Grot,,00354,,,,,16407449,,,,,,,16405853,,,,"S. l."
"Grupa ""Niezależni""",,00355,,,,,16407450,,,,,,,16405854,,,,Łódź
"Grupa Robocza Katolickich Związków Studenckich (AGV) Warszawa Duszpasterstwo Ludzi Pracy ""Wola"" ""Wola""",,00356,,,,,16407451,,,,,,,16405855,,,,Bonn
"Grupa Samorządności Robotniczej - Komuniści",,00357,,,,,16407452,,,,,,,,,,,
"Grupa Zakładowa Solidarności Walczącej ""Bez Pardonu""",,00358,,,,,16407453,,,,,,,16405856,,,,"Bydgoszcz Wrocław|Wrocław"
"Grupy Oporu ""Solidarni""",,00359,,,,,16407454,,,,,,,16405857,,,,Warsz.
"Grupy Polityczne",,00360,,,,,16407455,,,,,,,16405858,,,,Warszawa
"Grupy Polityczne ""Wola""",,00361,,,,,16407456,,,,,,,16405859,,,,Warszawa
"Grupy Polityczne ""Wola"" OKOR S [Ogólnopolski Komitet Oporu Robotników ""Solidarność",,00362,,,,,16407457,,,,,,,16405860,,,,Warszawa
"Grupy Polityczne Wola Zespół Off",,00363,,,,,16407458,,,,,,,16405861,,,,Warszawa
Gryf,,00364,,,,,16407459,,,,,,,16405862,,,,Warszawa
Gryf,,00365,,,,,16407460,,,,,,,16405863,,,,"S. l."
GŚD,,00366,,,,,16407461,,,,,,,16405864,,,,Katow.
"GTP ""Młoda Polska""",,00367,,,,,16407462,,,,,,,16405865,,,,Gdańsk
Gzyms,,00368,,,,,16407463,,,,,,,16405866,,,,Warszawa
HaDivadlo,,00369,,,,,16407464,,,,,,,,,,,
"Harcerska Oficyna Wydawnicza ""Bratnie Słowo""",,00370,,,,,16407465,,,,,,,16405867,,,,Warszawa
"Helsinki Foundation for Human Rights",,00371,,,,,16407466,,,,,,,,,,,
"Homo Homini",,00372,,,,,16407467,,,,,,,16405868,,,,Kraków
Horyzont,,00373,,,,,16407468,,,,,,,16405869,,,,Warszawa
"Hutnicy 82",,00374,,,,,16407469,,,,,,,16405870,,,,Warszawa
Idea,,00375,,,,,16407470,,,,,,,16405871,,,,"S. l."
Imperatyw,,00376,,,,,16407471,,,,,,,16405872,,,,Poznań
Impressum,,00377,,,,,16407472,,,,,,,16405873,,,,"S. l."
"In Corpore",,00378,,,,,16407473,,,,,,,16405874,,,,Warszawa
"In Plus",,00379,,,,,16407474,,,,,,,16405875,,,,Warszawa
"In Plus|IN Plus",,00380,,,,,16407475,,,,,,,16405876,,,,Warszawa
"Inicjatywa Wydawnicza",,00381,,,,,16407476,,,,,,,16405877,,,,Kraków
"Inst[ytut] Józefa Piłsudskiego w Kraju",,00382,,,,,16407477,,,,,,,16405878,,,,Warszawa
"Instytut Dokumentacyjno-Wydawniczy ""Polska Myśl Narodowa""",,00383,,,,,16407478,,,,,,,16405879,,,,Warszawa
"Instytut Józefa Piłsudskiego w Kraju",,00384,,,,,16407479,,,,,,,16405880,,,,Warszawa
"Instytut Katyński w Polsce",,00385,,,,,16407480,,,,,,,16405881,,,,"S. l."
"Instytut Konserwatywny w Polsce ""Wektory""",,00386,,,,,16407481,,,,,,,16405882,,,,Wrocław
"Instytut Kultury im. A. Żdanowa",,00387,,,,,16407482,,,,,,,16405883,,,,"S. l."
"Instytut Wydawnictw Lotnych ""Zielony Putrament""",,00388,,,,,16407483,,,,,,,16405884,,,,"S. l."
"Instytut Wydawniczy Sympozjon B",,00389,,,,,16407484,,,,,,,16405885,,,,Kraków
"Instytut Wydawniczy Sympozjon C",,00390,,,,,16407485,,,,,,,16405886,,,,Kraków
"Instytut Wydawniczy Związków Zawodowych",,00391,,,,,16407486,,,,,,,16405887,,,,Warszawa
"Inter N[owa]",,00392,,,,,16407487,,,,,,,16405888,,,,Łupków
"Inter Nowa",,00393,,,,,16407488,,,,,,,16405889,,,,Kwidzyn
"Inter Nowa",,00394,,,,,16407489,,,,,,,16405890,,,,Iława
"IRŚW NSZZ ""Solidarność"" staraniem Funduszu Inicjatyw Społecznych",,00395,,,,,16407490,,,,,,,16405891,,,,Lublin
"IRŚW NSZZ ""Solidarność""|IRŚW NSZZ Solidarność",,00396,,,,,16407491,,,,,,,16405892,,,,Lublin
"IRŚW NSZZ [Informator Regionu Środkowo-Wschodniego Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00397,,,,,16407492,,,,,,,16405893,,,,Lublin
Iskierka,,00398,,,,,16407493,,,,,,,16405894,,,,Szczec.
"IUNG [Instytut Uprawy, Nawożenia i Gleboznawstwa]",,00399,,,,,16407494,,,,,,,16405895,,,,Puławy
IW,,00400,,,,,16407495,,,,,,,16405896,,,,Krak.
IWZZ,,00401,,,,,16407496,,,,,,,16405897,,,,Warsz.
"Izrael (rocková skupina)",,00402,,,,,16407497,,,,,,,,,,,
Jagiellonia,,00403,,,,,16407498,,,,,,,16405898,,,,Kraków
Janosik,,00404,,,,,16407499,,,,,,,16405899,,,,"Nowy Targ"
"Janosik ""Solidarność""",,00405,,,,,16407500,,,,,,,16405900,,,,"Nowy Targ"
"Jednością Silni",,00406,,,,,16407501,,,,,,,16405901,,,,"s. l.|Wrocław"
"Jestem Polakiem",,00407,,,,,16407502,,,,,,,16405902,,,,"s. l.|Warsz.|Warszawa"
"Jestem Polakiem",,00408,,,,,16407503,,,,,,,16405903,,,,Warszawa
"Jestem Polakiem Biblioteka Myśli",,00409,,,,,16407504,,,,,,,16405904,,,,Warszawa
Jesteśmy,,00410,,,,,16407505,,,,,,,16405905,,,,Kraków
"K - Krakowska Oficyna Studentów",,00411,,,,,16407506,,,,,,,16405906,,,,Kraków
"K [""Kwadrat",,00412,,,,,16407507,,,,,,,16405907,,,,Toruń
Ka-Zet,,00413,,,,,16407508,,,,,,,16405908,,,,Wrocław
Kaktus,,00414,,,,,16407509,,,,,,,16405909,,,,Łódź
Kanon,,00415,,,,,16407510,,,,,,,16405910,,,,Warszawa
"Karkonoskie Towarzystwo Wydawnicze",,00416,,,,,16407511,,,,,,,16405911,,,,"Jelenia Góra"
"Karta Acta",,00417,,,,,16407512,,,,,,,16405912,,,,Warszawa
"Kielecki Ośrodek Homiletyczny ""Jedność""",,00418,,,,,16407513,,,,,,,16405913,,,,Kielce
"KIHAM - [Krąg Instruktorów Harcerskich im. Andrzeja Małkowskiego]",,00419,,,,,16407514,,,,,,,16405914,,,,Warszawa
"KIiP NSZZ ""Solidarność"" Małopolski Komitet Walki o Praworządność",,00420,,,,,16407515,,,,,,,16405915,,,,Kraków
"KK NSZZ S NiPO RW",,00421,,,,,16407516,,,,,,,16405916,,,,Wrocław
"KKKN [Krakowski Komitet Kultury Niezależnej]",,00422,,,,,16407517,,,,,,,16405917,,,,Kraków
"KKP NSZZ ""Solidarność""",,00423,,,,,16407518,,,,,,,16405918,,,,Gdańsk
"KKRU ZSP ""U Jana""",,00424,,,,,16407519,,,,,,,16405919,,,,"S. l."
"KKW NZS",,00425,,,,,16407520,,,,,,,16405920,,,,Kraków
Klin,,00426,,,,,16407521,,,,,,,16405921,,,,Warszawa
Klon,,00427,,,,,16407522,,,,,,,16405922,,,,Warszawa
"Klub Inteligencji Katolickiej (Polsko)",,00428,,,,,16407523,,,,,,,,,,,
"Klub Konserwatywny",,00429,,,,,16407524,,,,,,,16405923,,,,Łódź
KMW,,00430,,,,,16407525,,,,,,,16405924,,,,Warsz.
Knebel,,00431,,,,,16407526,,,,,,,16405925,,,,Warszawa
"Knihovna Střední Evropy [samizdat]",,00432,,,,,16407527,,,,,,,16405926,,,,Praha
"Koło ""Nowa Kultura"" ""Wolność i Pokój""",,00433,,,,,16407528,,,,,,,16405927,,,,Opole
"Koło Lwowian",,00434,,,,,16407529,,,,,,,16405928,,,,"Londyn [i. e. Bytom]|Bytom"
"Koło Naukowe Studentów Historii UJ [Uniwersytetu Jagiellońskiego]. Sekcja Historii Najnowszej",,00435,,,,,16407530,,,,,,,16405929,,,,Kraków
"Koło Oporu Społecznego",,00436,,,,,16407531,,,,,,,16405930,,,,Kraków
"Koło Uniwersyteckie PPS [Polskiej Partii Socjalistycznej] na Uniwersytecie Warszawskim",,00437,,,,,16407532,,,,,,,16405931,,,,Warszawa
"Komisja Interwencji i Praworządności NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Małopolski Komitet Walki o Praworządność",,00438,,,,,16407533,,,,,,,16405932,,,,Kraków
"Komisja Krajowa",,00439,,,,,16407534,,,"Niezależny Samorządny Związek Zawodowy ""Solidarność"" Komisja Krajowa",9901817,,,,,,,
"Komisja Programowa przy Śląsko-Dąbrowskiej Komisji Wykonawczej NSZZ [Niezależnego Samorządnego Związku Zawodowego] Solidarność",,00440,,,,,16407535,,,,,,,16405933,,,,Katowice
"Komisja Zakładowa NSZZ ""Solidarność"" przy WSM|Komisja Zakładowa NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" przy Wyższej Szkole Morskiej|Komisja Zakładowa NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" przy Wyższej Szkole Morskiej w Gdyni",,00441,,,,,16407536,,,,,,,16405934,,,,Gdynia
"Komitet Helsiński w Polsce",,00442,,,,,16407537,,,,,,,16405935,,,,Warszawa
"Komitet Kultury Niezależnej",,00443,,,,,16407538,,,,,,,,,,,
"Komitet Kultury Niezależnej ""Aspekt""",,00444,,,,,16407539,,,,,,,16405936,,,,Wrocław
"Komitet Obrony ""Solidarność"" ?",,00445,,,,,16407540,,,,,,,16405937,,,,Bydgoszcz
"Komitet Obrony Robotników",,00446,,,,,16407541,,,,,,,16405938,,,,Warszawa
"Komitet Obywatelski Przeciw Przemocy",,00447,,,,,16407542,,,,,,,16405939,,,,Warszawa
"Komitet Obywatelski przy Przewodniczącym NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,00448,,,,,16407543,,,,,,,16405940,,,,Warszawa
"Komitet Obywatelski przy Przewodniczącym NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Komisja Samorządu Terytorialnego 1989",,00449,,,,,16407544,,,,,,,16405941,,,,Warszawa
"Komitet Ocalenia Narodowego",,00450,,,,,16407545,,,,,,,,,,,
"Komitet Opieki nad Kopcem Józega Piłsudskiego",,00451,,,,,16407546,,,,,,,16405942,,,,Kraków
"Komitet Oporu Społecznego",,00452,,,,,16407547,,,,,,,,,,,
"Komitet Oporu Społecznego ""Solidarność""",,00453,,,,,16407548,,,,,,,16405943,,,,"S. l."
"Komitet Organizacyjny Praworządności Społecznej",,00454,,,,,16407549,,,,,,,16405944,,,,Opole
"Komitet Samoobrony Spolecznej KOR|Komitet Samoobrony Społecznej ""KOR""|Komitet Samoobrony Społecznej KOR|Komitét společenského odporu",,00455,,,,,16407550,,,,,,,16405945,,,,Warszawa
"Komitet Wydawniczy NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"". Region Mazowsze",,00456,,,,,16407551,,,,,,,16405946,,,,Warszawa
"Komitet Wyzwolenia Społecznego",,00457,,,,,16407552,,,,,,,16405947,,,,"S. l."
Komitywa,,00458,,,,,16407553,,,,,,,16405948,,,,Lub.|Lublin
"Komitywa [Warszawa] CDN",,00459,,,,,16407554,,,,,,,16405949,,,,Lublin
"Komunikace [samizdat]",,00460,,,,,16407555,,,,,,,16405950,,,,Praha
"Komunistická strana Československa",,00461,,,,,16407556,,,,,,,,,,,
"Komunistyczna Partia Polski",,00462,,,,,16407557,,,,,,,,,,,
"Konfederacja Dolnośląska",,00463,,,,,16407558,,,,,,,16405951,,,,Wrocław
"Konfederacja Dolnośląska ""Baszta""",,00464,,,,,16407559,,,,,,,16405952,,,,Wrocław
"Konfederacja Polski Niepodległej",,00465,,,,,16407560,,,,,,,16405953,,,,"S. l."
"Konfederacja Polski Niepodległej",,00466,,,,,16407561,,,,,,,,,,,
"Konfederacja Polski Niepodległej",,00467,,,,,16407562,"Rada Polityczna",9902130,,,,,,,,,
"Konfederacja Polski Niepodległej ZGO ""Wolność""",,00468,,,,,16407563,,,,,,,16405954,,,,"s. l."
"Konference pro bezpečnost a spolupráci v Evropě (organizace)",,00469,,,,,16407564,,,,,,,,,,,
"Kongres Kultury Polskiej",,00470,,,,,16407565,,,,,,,,,,,
"Kongres PSL [Polskiego Stronnictwa Ludowego]",,00471,,,,,16407566,,,,,,,16405955,,,,Kłodzko
"Konsorcjum Wydawnicze Polskiego Zrzeszenia Patriotycznego Targowica",,00472,,,,,16407567,,,,,,,16405956,,,,Warszawa
Kontekst,,00473,,,,,16407568,,,,,,,16405957,,,,Warszawa
Kontra,,00474,,,,,16407569,,,,,,,16405958,,,,Warszawa|Kraków
Kontrakt,,00475,,,,,16407570,,,,,,,16405959,,,,"Poznań Warszawa [etc.]"
Kontrapunkt,,00476,,,,,16407571,,,,,,,16405960,,,,"S. l."
"Kooperatywa Drukarzy-Wydawców na rzecz Nowej Kultury",,00477,,,,,16407572,,,,,,,16405961,,,,Wrocław
"Koordynacja Wydawnicza przy RKW NSZZ [Regionalnej Komisji Wykonawczej Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""|Koordynacja Wydawnicza przy RKW NSZZ [Regionalnej Komisji Wykonawczej Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Dolny Śląsk",,00478,,,,,16407573,,,,,,,16405962,,,,Wrocław
"Koordynacja Wydawnicza RKW",,00479,,,,,16407574,,,,,,,16405963,,,,s.l.
Korekta,,00480,,,,,16407575,,,,,,,16405964,,,,Poznań
Korzeń,,00481,,,,,16407576,,,,,,,16405965,,,,Kraków
Kos,,00482,,,,,16407577,,,,,,,16405966,,,,Gliwice
Kos,,00483,,,,,16407578,,,,,,,16405967,,,,Kraków
KOS,,00484,,,,,16407579,,,,,,,,,,,
"Kos - wydawnictwo społeczne (nakladatelství)",,00485,,,,,16407580,,,,,,,,,,,
"KOS ""Solidarność""",,00486,,,,,16407581,,,,,,,16405968,,,,Warszawa
"KOS ""Solidarność""",,00487,,,,,16407582,,,,,,,16405969,,,,Lublin
"KOS ""Solidarność"" ""CDN""",,00488,,,,,16407583,,,,,,,16405970,,,,Warszawa
Kosik,,00489,,,,,16407584,,,,,,,16405971,,,,"s. l."
"Kościół św[iętego] Stanisława Kostki|Kościół Św[iętego] Stanisława Kostki",,00490,,,,,16407585,,,,,,,16405972,,,,Warszawa
KPN,,00491,,,,,16407586,,,,,,,16405973,,,,Łódź
"KPN [Konfederacja Polski Niepodległej]",,00492,,,,,16407587,,,,,,,16405974,,,,Kędzierzyn-Koźle
"KPN [Konfederacja Polski Niepodległej]",,00493,,,,,16407588,,,,,,,16405975,,,,Poznań
"KPN [Konfederacja Polski Niepodległej] przy współpr. WW",,00494,,,,,16407589,,,,,,,16405976,,,,"S. l."
"Krajowa Komisja Porozumiewawcza",,00495,,,,,16407590,,,,,,,16405977,,,,Gdańsk
"Krakowska Komisja Wykonawcza",,00496,,,,,16407591,,,"Niezależne Zrzeszenie Studentów Krakowska Komisja Wykonawcza",9901801,,,16405978,,,,Kraków
"Krakowska Oficyna Studentów",,00497,,,,,16407592,,,,,,,16405979,,,,Kraków
"Krakowski Komitet Kultury Niezależnej",,00498,,,,,16407593,,,,,,,16405980,,,,Kraków
"Krakowskie Towarzystwo Wydawnicze",,00499,,,,,16407594,,,,,,,16405981,,,,Kraków
Kraków,,00500,,,,,16407595,,,,,,,16405982,,,,Kraków
Krąg,,00501,,,,,16407596,,,,,,,16405983,,,,Warsz.|Warszawa
"Krąg Londyn Aneks",,00502,,,,,16407597,,,,,,,16405984,,,,Warszawa
"Krąg Nowa",,00503,,,,,16407598,,,,,,,16405985,,,,Warszawa
"Krąg Pokolenie",,00504,,,,,16407599,,,,,,,16405986,,,,Warszawa
"Krąg|Krąg (nakladatelství)",,00505,,,,,16407600,,,,,,,16405987,,,,Warszawa
Kres,,00506,,,,,16407601,,,,,,,16405988,,,,Białystok
Kres,,00507,,,,,16407602,,,,,,,16405989,,,,Gdańsk
Kresy,,00508,,,,,16407603,,,,,,,16405990,,,,Warszawa
Kret,,00509,,,,,16407604,,,,,,,16405991,,,,Warszawa
Kret,,00510,,,,,16407605,,,,,,,16405992,,,,Wrocław
"Kret Ruch Społeczny Solidarność",,00511,,,,,16407606,,,,,,,16405993,,,,Warszawa
"Kret Ruch Społeczny Solidarność",,00512,,,,,16407607,,,,,,,16405994,,,,Wrocław
"Kret Terenowy Komitet Oporu Solidarność",,00513,,,,,16407608,,,,,,,16405995,,,,Warszawa
"Krok po Kroku",,00514,,,,,16407609,,,,,,,16405996,,,,"Gorzów Wielkopolski"
"Kronika Małopolska",,00515,,,,,16407610,,,,,,,16405997,,,,Kraków
Kropka,,00516,,,,,16407611,,,,,,,16405998,,,,Warszawa
Kropla,,00517,,,,,16407612,,,,,,,16405999,,,,Łódź
Krosno,,00518,,,,,16407613,,,,,,,16406000,,,,Krosno
Krtań,,00519,,,,,16407614,,,,,,,16406001,,,,Warszawa
"Kruh přátel Polsko-československé solidarity",,00520,,,,,16407615,,,,,,,,,,,
