REV,group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,alt_name_vol_2,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
y,1414,Towarzystwo Uniwersytetu Robotniczego,TUR,,,,,Warszawa,bn_books-210-%c-35316|bn_books-210-%c-35333|bn_books-210-%c-37395|bn_books-210-%c-107640,,tur|warszawa
y,1414,Towarzystwo Uniwersytetu Robotniczego,TUR,Komitet Wydawniczy NSZZ Solidarność. Region Mazowsze,,,,Warszawa,bn_books-210-%c-82648|bn_books-210-%c-13465|bn_books-210-%c-45215|bn_books-210-%c-72154|bn_books-210-%c-102771,,turtowarzystwouniwersyteturobotniczego|warszawa
y,1414,Towarzystwo Uniwersytetu Robotniczego,TUR,,,,,,bn_books-225-%f-45232,,turtowarzystwauniwersyteturobotniczego
y,1414,Towarzystwo Uniwersytetu Robotniczego,TUR,,,,,,bn_books-225-%f-37395|bn_books-225-%f-2467|bn_books-225-%f-107640,,turtowarzystwouniwersyteturobotniczego
,1417,Turysta,,,,,,S. l.,bn_books-210-%c-4884,,turysta|sl
,1421,TW,,współpr. Komitywa,,,,Warszawa,bn_books-210-%c-94738,,tw|warszawa
y,1423,Tygodnik Wojenny,,przy współpr. Komitywa,,,,Warszawa,bn_books-210-%c-8198|bn_books-210-%c-25691,,tygodnikwojenny|warszawa
y,1423,Tygodnik Wojenny,,,,,,,bn_books-225-%f-94738,,tygodnikwojenny
y,1425,Tymczasowa Komisja Koordynacyjna,TKK,,,,2004,Warszawa,bn_books-110-%2-67227,,tymczasowakomisjakoordynacyjna|
y,1425,Tymczasowa Komisja Koordynacyjna,TKK,,,,2004,,bn_books-110-%1-67227,,niezależnysamorządnyzwiązekzawodowysolidarność|tymczasowakomisjakoordynacyjna
y,1426,Tymczasowy Zarząd Regionu Wielkopolska NSZZ Solidarność,,,,,2004|2034,Poznań,bn_books-210-%c-55986,,tymczasowyzarządregionuwielkopolskanszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|poznań
,1427,TZR,,Konfederacja Dolnośląska Baszta,,,,Gdańsk,bn_books-210-%g-106199,,tzr|gdań
,1428,Uniwersytet Jagielloński,UJ,KPN,425|426|1071|1650|1698,,,Kraków,bn_books-210-%g-66483,,uj|krak
y,1429,Unia Nowoczesnego Humanizmu,UNH,KPN,425|426|1071|1650|1698,,,Białystok,bn_books-210-%c-7878,,unh|białystok
y,1429,Unia Nowoczesnego Humanizmu,UNH,KPN,425|426|1071|1650|1698,,,Białystok,bn_books-210-%c-7899,,unianowoczesnegohumanizmu|białystok
y,1429,Unia Nowoczesnego Humanizmu,UNH,,425|426|1071|1650|1698,,,Gdańsk,bn_books-210-%c-63918,,unh|gdańsk
y,1429,Unia Nowoczesnego Humanizmu,UNH,KPN,425|426|1071|1650|1698,,,Kraków,bn_books-210-%c-9193,,unh|kraków
y,1429,Unia Nowoczesnego Humanizmu,UNH,nakł. KPN,425|426|1071|1650|1698,,,Oława,bn_books-210-%c-94697,,unianowoczesnegohumanizmu|oława
y,1429,Unia Nowoczesnego Humanizmu,UNH,Wydaw. KPN,425|426|1071|1650|1698,,,Poznań,bn_books-210-%c-9527,,unh|poznań
y,1429,Unia Nowoczesnego Humanizmu,UNH,,425|426|1071|1650|1698,,,Warszawa,bn_books-210-%c-9296|bn_books-210-%c-9313|bn_books-210-%c-9386|bn_books-210-%c-9475|bn_books-210-%c-9491|bn_books-210-%c-9542|bn_books-210-%c-9566|bn_books-210-%c-9584|bn_books-210-%c-9601|bn_books-210-%c-11904|bn_books-210-%c-23630|bn_books-210-%c-36567|bn_books-210-%c-37641|bn_books-210-%c-41447|bn_books-210-%c-42896|bn_books-210-%c-42913|bn_books-210-%c-42931|bn_books-210-%c-42948|bn_books-210-%c-56620|bn_books-210-%c-56639|bn_books-210-%c-63556|bn_books-210-%c-63572|bn_books-210-%c-75332|bn_books-210-%c-97646|bn_books-210-%c-5116|bn_books-210-%c-9418|bn_books-210-%c-57203|bn_books-210-%c-88352|bn_books-210-%c-97340,,unh|warszawa
y,1429,Unia Nowoczesnego Humanizmu,UNH,Konfederacja Polski Niepodległej ZGO Wolność,,,,Warszawa,bn_books-210-%c-3301|bn_books-210-%c-8833|bn_books-210-%c-9229|bn_books-210-%c-9242|bn_books-210-%c-9329|bn_books-210-%c-9355|bn_books-210-%c-9369|bn_books-210-%c-9402|bn_books-210-%c-9439|bn_books-210-%c-9459|bn_books-210-%c-9507|bn_books-210-%c-9618|bn_books-210-%c-9633|bn_books-210-%c-9647|bn_books-210-%c-9662|bn_books-210-%c-11341|bn_books-210-%c-11360|bn_books-210-%c-13982|bn_books-210-%c-15895|bn_books-210-%c-16722|bn_books-210-%c-16740|bn_books-210-%c-16755|bn_books-210-%c-16821|bn_books-210-%c-16842|bn_books-210-%c-17168|bn_books-210-%c-17218|bn_books-210-%c-21258|bn_books-210-%c-22832|bn_books-210-%c-22879|bn_books-210-%c-22948|bn_books-210-%c-22999|bn_books-210-%c-23023|bn_books-210-%c-23052|bn_books-210-%c-23097|bn_books-210-%c-23135|bn_books-210-%c-23148|bn_books-210-%c-23591|bn_books-210-%c-25431|bn_books-210-%c-25582|bn_books-210-%c-25942|bn_books-210-%c-26842|bn_books-210-%c-36581|bn_books-210-%c-36595|bn_books-210-%c-41346|bn_books-210-%c-41360|bn_books-210-%c-41466|bn_books-210-%c-41493|bn_books-210-%c-41623|bn_books-210-%c-44459|bn_books-210-%c-47128|bn_books-210-%c-55547|bn_books-210-%c-64030|bn_books-210-%c-64107|bn_books-210-%c-73441|bn_books-210-%c-77494|bn_books-210-%c-77555|bn_books-210-%c-77569|bn_books-210-%c-77617|bn_books-210-%c-77634|bn_books-210-%c-77951|bn_books-210-%c-78200|bn_books-210-%c-78973|bn_books-210-%c-86213|bn_books-210-%c-86316|bn_books-210-%c-86361|bn_books-210-%c-87074|bn_books-210-%c-87092|bn_books-210-%c-87559|bn_books-210-%c-87573|bn_books-210-%c-87585|bn_books-210-%c-87604|bn_books-210-%c-87621|bn_books-210-%c-87643|bn_books-210-%c-87664|bn_books-210-%c-87764|bn_books-210-%c-97829|bn_books-210-%c-98627|bn_books-210-%c-100509|bn_books-210-%c-105409|bn_books-210-%c-9210|bn_books-210-%c-44865|bn_books-210-%c-4082|bn_books-210-%c-41376|bn_books-210-%c-41392|bn_books-210-%c-41408|bn_books-210-%c-41425|bn_books-210-%c-41543|bn_books-210-%c-41565|bn_books-210-%c-41587|bn_books-210-%c-57652|bn_books-210-%c-64046|bn_books-210-%c-86406|bn_books-210-%c-9259|bn_books-210-%c-36612|bn_books-210-%c-56739|bn_books-210-%c-63521|bn_books-210-%c-63536|bn_books-210-%c-83715,,unianowoczesnegohumanizmu|warszawa
y,1429,Unia Nowoczesnego Humanizmu,UNH,,,,,Warszawa | Wrocław | etc.,bn_books-210-%c-72548,,unianowoczesnegohumanizmu|warszawawrocławetc
y,1429,Unia Nowoczesnego Humanizmu,UNH,ZG Okręgu Wolność KPN,,,,Wrocław,bn_books-210-%c-9279|bn_books-210-%c-92198,,unh|wrocław
y,1429,Unia Nowoczesnego Humanizmu,UNH,Konfederacja Polski Niepodległej,,,,Wrocław,bn_books-210-%c-92223,,unianowoczesnegohumanizmu|wrocław
y,1429,Unia Nowoczesnego Humanizmu,UNH,,,,,Wrocław | Warszawa,bn_books-210-%c-75366|bn_books-210-%c-75376,,unh|wrocławwarszawa
y,1429,Unia Nowoczesnego Humanizmu,UNH,,,,,Wrocław | Warszawa,bn_books-210-%c-4369|bn_books-210-%c-20668|bn_books-210-%c-23161|bn_books-210-%c-26206|bn_books-210-%c-33194|bn_books-210-%c-33211|bn_books-210-%c-75023|bn_books-210-%c-98910,,unianowoczesnegohumanizmu|wrocławwarszawa
y,1429,Unia Nowoczesnego Humanizmu,UNH,,,,,,bn_books-225-%f-9193|bn_books-225-%f-9313|bn_books-225-%f-9527|bn_books-225-%f-9584|bn_books-225-%f-23630|bn_books-225-%f-37641|bn_books-225-%f-42896|bn_books-225-%f-42913|bn_books-225-%f-42931|bn_books-225-%f-42948|bn_books-225-%f-63556|bn_books-225-%f-63572|bn_books-225-%f-75332|bn_books-225-%f-92198|bn_books-225-%f-7878|bn_books-225-%f-5116|bn_books-225-%f-9418|bn_books-225-%f-57203|bn_books-225-%f-63918|bn_books-225-%f-88352|bn_books-225-%f-97340,,unianowoczesnegohumanizmu
y,1443,Unia Polityki Realnej,,Kongres PSL,,,,,bn_books-110-%1-97636,,uniapolitykirealnej|
y,1444,Unia,,,,,,Warszawa,bn_books-210-%c-3939|bn_books-210-%c-7248|bn_books-210-%c-10613|bn_books-210-%c-25333|bn_books-210-%c-25486|bn_books-210-%c-32509|bn_books-210-%c-35350|bn_books-210-%c-42729|bn_books-210-%c-46142|bn_books-210-%c-55586|bn_books-210-%c-60072|bn_books-210-%c-67430|bn_books-210-%c-67728|bn_books-210-%c-67978|bn_books-210-%c-72820|bn_books-210-%c-74214|bn_books-210-%c-74248|bn_books-210-%c-74399|bn_books-210-%c-78416|bn_books-210-%c-81277|bn_books-210-%c-82115|bn_books-210-%c-84113|bn_books-210-%c-84386|bn_books-210-%c-87277|bn_books-210-%c-91855|bn_books-210-%c-92416|bn_books-210-%c-94813|bn_books-210-%c-94832|bn_books-210-%c-97598|bn_books-210-%c-99827|bn_books-210-%c-103353|bn_books-210-%c-107618|bn_books-210-%c-108001,,unia|warszawa
y,1445,Unia,,,,,,Wrocław,bn_books-210-%c-42501,,unia|wrocław
y,1446,Unijazz,,,,,,,cz_articles-610-$$a-2421177,,unijazzsdružení
y,1447,Universitas,,,,,,Wrocław,bn_books-210-%c-5786|bn_books-210-%c-13115|bn_books-210-%c-15767|bn_books-210-%c-15874|bn_books-210-%c-16551|bn_books-210-%c-17270|bn_books-210-%c-22427|bn_books-210-%c-26334|bn_books-210-%c-29033|bn_books-210-%c-41697|bn_books-210-%c-45706|bn_books-210-%c-48457|bn_books-210-%c-74857|bn_books-210-%c-92028|bn_books-210-%c-95946|bn_books-210-%c-99350,,universitas|wrocław
y,1448,Uniwersytet im. Adama Mickiewicza w Poznaniu,,,,,,,cz_articles-610-$$a-2420650|cz_articles-610-$$a-2420662,,uniwersytetimadamamickiewiczawpoznaniu
y,1449,Uniwersytet Ludowy Solidarność,,,,,2004,S. l.,bn_books-210-%c-72419,,uniwersytetludowysolidarność|sl
y,1450,Uniwersytet Warszawski,UW,,,,,Warszawa,bn_books-210-%g-5803|bn_books-210-%g-20484|bn_books-210-%g-56989|bn_books-210-%g-73746|bn_books-210-%g-75873|bn_books-210-%g-75906|bn_books-210-%g-93457|bn_books-210-%g-101516|bn_books-210-%g-101588|bn_books-210-%g-101609|bn_books-210-%g-101790,,uw|warsz
y,1450,Uniwersytet Warszawski,UW,Koordynacja Wydawnicza RKW,,,,Warszawa,bn_books-210-%c-75873,,uwuniwersytetwarszawski|warszawa
y,1450,Uniwersytet Warszawski,UW,,,,,Warszawa,bn_books-210-%c-5803|bn_books-210-%c-7916|bn_books-210-%c-81234|bn_books-210-%c-101588|bn_books-210-%c-73746,,uniwersytetwarszawski|warszawa
y,1450,Uniwersytet Warszawski,UW,Koordynacja Wydawnicza przy RKW NSZZ Solidarność,,,,,cz_articles-610-$$a-2361045|cz_articles-610-$$a-2394008,,uniwersytetwarszawski
y,1452,Uniwersytet Wrocławski,,,,,,,cz_articles-610-$$a-2394039,,uniwersytetwrocławski
y,1453,Uniwersytet w Tuluzie,,,,,,,pbl_articles-nan-subject_heading-1393538,,uniwersytetwtuluzie
y,1454,Uczniowska Oficyna Wydawnicza Brzask,UOW,,,,,Warszawa,bn_books-210-%c-52208|bn_books-210-%c-65748|bn_books-210-%c-99568,,uowuczniowskaoficynawydawniczabrzask|warszawa
y,1455,Urania,,Kos - wydawnictwo społeczne (nakladatelství),,,,S. l.,bn_books-210-%c-15931,,urania|sl
y,1456,Ursus,,WS KOS - Wydaw. Społeczne KOS,,,,Ursus,bn_books-210-%c-84510,,ursus|ursus
y,1459,U,,Wydaw. Społeczne KOS|W S Kos|Wydaw. Społeczne KOS],,,,Warszawa,bn_books-210-%c-44786,,u|warszawa
y,1460,Vacat,,,,,,Gdańsk,bn_books-210-%c-8475|bn_books-210-%c-42207|bn_books-210-%c-52888,,vacat|gdańsk
y,1461,Vademecum,,,,,,Kraków,bn_books-210-%c-43145,,vademecum|kraków
y,1462,Vademecum,,Koło Lwowian],,,,Lublin,bn_books-210-%c-12297|bn_books-210-%c-12336|bn_books-210-%c-12501|bn_books-210-%c-23937|bn_books-210-%c-30672|bn_books-210-%c-34715|bn_books-210-%c-46628|bn_books-210-%c-52663|bn_books-210-%c-85171|bn_books-210-%c-86130,,vademecum|lublin
y,1463,Vademecum,,,,,,Szczecin,bn_books-210-%c-11040,,vademecum|szczecin
y,1464,Varšavská smlouva (organizace),,Koło Naukowe Studentów Historii UJ . Sekcja Historii Najnowszej,,,,,cz_books-610-$$a-2427380|cz_books-610-$$a-2427400|cz_books-610-$$a-2427418|cz_books-610-$$a-2427446|cz_books-610-$$a-2427476|cz_articles-610-$$a-2416736|cz_articles-610-$$a-2421256,,varšavskásmlouvaorganizace
y,1465,Verba,,,,,,Chotomów,bn_books-210-%g-46639,,verba|chotomów
y,1465,Verba,,,,,,s. l.,bn_books-210-%g-66766,,verba|sl
y,1467,Verte,,Koło Uniwersyteckie PPS na Uniwersytecie Warszawskim,,,,Warszawa,bn_books-210-%c-1628,,verte|warszawa
y,1468,Veto-Solidarność,,Kościół św. Stanisława Kostki|Kościół Św. Stanisława Kostki,,,2004|2034,Poznań,bn_books-210-%g-110657,,vetosolidarność|poznań
y,1469,Veto,,Parafia p. w. Św. Stanisława Kostki,,,,Poznań,bn_books-210-%c-68296,,veto|poznań
y,1470,Victoria,,Krakowska Komisja Wykonawcza,,,,Gdańsk,bn_books-210-%c-28575,,victoria|gdańsk
y,1471,Victoria,,,,,,Warszawa,bn_books-210-%c-5589,,victoria|warszawa
y,1472,Victoria,,przy współpr. KOS,,,,Wrocław,bn_books-210-%c-105068,,viktoria|wrocław
y,1472,Victoria,,,,,,Wrocław,bn_books-210-%c-16457|bn_books-210-%c-41609|bn_books-210-%c-52120|bn_books-210-%c-58254|bn_books-210-%c-79524|bn_books-210-%c-79899|bn_books-210-%c-85844|bn_books-210-%c-93715|bn_books-210-%c-94757,,victoria|wrocław
y,1474,Viktor Sekyt,,,,,,Praha,cz_books-264-$$b-2428363,,viktorsekytsamizdat|praha
y,1475,VIS - Spojrzenie na ...,,|Kraków,,,,Warszawa,bn_books-210-%c-93693,,visspojrzeniena|warszawa
y,1476,Vist,,,,,,Wrocław,bn_books-210-%c-34487|bn_books-210-%c-41313|bn_books-210-%c-50192|bn_books-210-%c-80827|bn_books-210-%c-84199|bn_books-210-%c-88152|bn_books-210-%c-94494|bn_books-210-%c-98627|bn_books-210-%c-48872|bn_books-210-%c-58000|bn_books-210-%c-84130|bn_books-210-%c-84182|bn_books-210-%c-98512|bn_books-210-%c-98547|bn_books-210-%c-98566,,vist|wrocław
y,1477,Vis,,,,,,Warszawa,bn_books-210-%c-22511,,vis|warszawa
y,1478,Votum Separatum et Periculum,,,,,,Warszawa,bn_books-210-%c-23839,,votumseparatumetpericulum|warszawa
y,1479,VS,,,,,,S. l.,bn_books-210-%c-79260,,vs|sl
y,1480,V,,,,,,Kraków,bn_books-210-%c-21361|bn_books-210-%c-38591|bn_books-210-%c-46886|bn_books-210-%c-59741|bn_books-210-%c-73941|bn_books-210-%c-76449|bn_books-210-%c-87730|bn_books-210-%c-89516|bn_books-210-%c-89819|bn_books-210-%c-91644|bn_books-210-%c-99642|bn_books-210-%c-110948,,v|kraków
y,1481,V,,,,,,s. n.,bn_books-210-%g-26910,,v|sn
y,1482,V,,,,,,Warszawa,bn_books-210-%c-5263|bn_books-210-%c-37006,,v|warszawa
y,1483,Václav Soukup,,,,,,Praha,cz_books-264-$$b-2428343,,václavsoukupsamizdat|praha
y,1484,Vít Pelikán,,Kropka|Kropka],,,,Olomouc,cz_books-264-$$b-2429624,,vítpelikánsamizdat|olomouc
y,1485,Výbor na obranu nespravedlivě stíhaných,,,,,,,cz_articles-110-$$a-2367625|cz_articles-110-$$a-2367749|cz_articles-110-$$a-2389576|cz_articles-110-$$a-2390204|cz_articles-110-$$a-2390746|cz_articles-110-$$a-2390958|cz_articles-110-$$a-2391661|cz_articles-110-$$a-2392072|cz_articles-110-$$a-2392088|cz_articles-110-$$a-2392429|cz_articles-110-$$a-2407264|cz_articles-110-$$a-2407357|cz_articles-610-$$a-2390782,,výbornaobranunespravedlivěstíhaných
y,1488,Wydawnictwo Akademickiej Grupy Oporu,WAGO,,,,,Gliwice,bn_books-210-%g-81023,,wago|gliw
y,1488,Wydawnictwo Akademickiej Grupy Oporu,WAGO,,,,,Gliwice,bn_books-210-%c-90329,,wagowydawnictwoakademickiejgrupyoporu|gliwice
y,1488,Wydawnictwo Akademickiej Grupy Oporu,WAGO,,,,,Gliwice,bn_books-210-%c-81023,,wydawakademickiejgrupyoporupolitechnikiśląskiej|gliwice
y,1490,Warszawska Oficyna Narodowa,,,,,,Warszawa,bn_books-210-%c-53658,,warszawskaoficynanarodowa|warszawa
y,1491,Warszawskie Wydawnictwo Historyczne,,,,,,Warszawa,bn_books-210-%c-22159|bn_books-210-%c-22193,,warszawskiewydawhistoryczne|warszawa
y,1492,Warsztaty,,,484,,,Warszawa,bn_books-210-%c-45,,warsztaty|warszawa
y,1493,Wega,,,484,,,Warszawa,bn_books-210-%c-10691|bn_books-210-%c-36148|bn_books-210-%c-81708|bn_books-210-%c-81727|bn_books-210-%c-101996,,wega|warszawa
y,1494,Wektory,,Krąg (nakladatelství),484,,,Wrocław,bn_books-210-%c-3904|bn_books-210-%c-7849|bn_books-210-%c-18680|bn_books-210-%c-18699|bn_books-210-%c-27285|bn_books-210-%c-28540|bn_books-210-%c-41523|bn_books-210-%c-45251|bn_books-210-%c-45407|bn_books-210-%c-46256|bn_books-210-%c-46270|bn_books-210-%c-55183|bn_books-210-%c-82158|bn_books-210-%c-101735,,wektory|wrocław
y,1495,Wektor,,,,,,Wrocław,bn_books-210-%c-27264|bn_books-210-%c-55096|bn_books-210-%c-55111|bn_books-210-%c-94548,,wektor|wrocław
y,1496,Wena,,,,,,Lublin,bn_books-210-%c-95272,,wena|lublin
y,1497,Wers,,,,,,Warszawa,bn_books-210-%c-6962|bn_books-210-%c-20258|bn_books-210-%c-20927|bn_books-210-%c-37065|bn_books-210-%c-88531,,wers|warszawa
y,1497,Wers,,Księgarnia św. Stanisława,,,,Warszawa | Wrocław,bn_books-210-%c-18881|bn_books-210-%c-20946|bn_books-210-%c-21555|bn_books-210-%c-22276|bn_books-210-%c-22292|bn_books-210-%c-22308|bn_books-210-%c-24647|bn_books-210-%c-27323|bn_books-210-%c-31353|bn_books-210-%c-32955|bn_books-210-%c-37081|bn_books-210-%c-48422|bn_books-210-%c-54323|bn_books-210-%c-62043|bn_books-210-%c-65284|bn_books-210-%c-84583|bn_books-210-%c-85036|bn_books-210-%c-89932|bn_books-210-%c-90543|bn_books-210-%c-96620|bn_books-210-%c-100189|bn_books-210-%c-108500|pbl_books-nan-publishing_house-1396239,,wers|warszawawrocław
y,1497,Wers,,KS NZS SGGW,,,,,pbl_articles-nan-subject_heading-1396458,,wydawnictwowers
y,1501,Rada Bibliotek Związkowych NSZZ Solidarność Region Mazowsze,,,,,2004|2018,Warszawa,bn_books-210-%c-79306,,wewspółprzradąbibliotekzwiązkowychniezależnegosamorządnegozwiązkuzawodowegosolidarnośćregionumazowsze|warszawa
y,1502,Solidarność Uniwersytetu Warszawskiego,,KSS-Komitet Samoobrony Studenckiej Zwyciężymy,,,2004|2018,Warszawa,bn_books-210-%c-57012|bn_books-210-%c-57034|bn_books-210-%c-56989,,wewspółprzredsolidarnościuniwersytetuwarszawskiego|warszawa
y,1504,WG,,,,,,Gdańsk,bn_books-210-%g-57562,,wg|gdań
y,1505,Wiara i Wolność,,,,,,Warszawa,bn_books-210-%c-145|bn_books-210-%c-45060|bn_books-210-%c-50943|bn_books-210-%c-74375,,wiaraiwolność|warszawa
y,1506,Wiatr od Morza (Sekcja Oświaty i Wychowania NSZZ Solidarność),,,,,2004|2011,Gdańsk,bn_books-210-%c-58059,,wiatrodmorzawydawnszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćsekcjaoświatyiwychowania|gdańsk
y,1507,Wiedza,,KTW-Karkonoskie Towarzystwo Wydawnicze,,,,Warszawa,bn_books-210-%c-75058|bn_books-210-%c-75894,,wiedza|warszawa
y,1508,Wiek,,KTW,,,,Kraków,bn_books-210-%c-7571,,wiek|kraków
y,1509,Wielkopolska Inicjatywa Wydawnicza,,Krakowskie Towarzystwo Wydawnicze|Krakowskie Towarzystwo Wydawnicze],,,,Poznań,bn_books-210-%c-62697,,przywspółprwiwwielkopolskiejinicjatywywydawniczej|poznań
y,1509,Wielkopolska Inicjatywa Wydawnicza,WIW,,,,,Poznań,bn_books-210-%c-63077,,wiwwielkopolskainicjatywawydawnicza|poznań
y,1509,Wielkopolska Inicjatywa Wydawnicza,WIW,,,,,Poznań,bn_books-210-%c-50285|bn_books-210-%c-68196|bn_books-210-%c-93848,,wielkopolskainicjatywawydawniczawiw|poznań
y,1509,Wielkopolska Inicjatywa Wydawnicza,WIW,,,,,Poznań,bn_books-210-%c-2701|bn_books-210-%c-10295|bn_books-210-%c-38714|bn_books-210-%c-40040|bn_books-210-%c-51275|bn_books-210-%c-63059|bn_books-210-%c-67854|bn_books-210-%c-92392|bn_books-210-%c-67909,,wielkopolskainicjatywawydawnicza|poznań
y,1511,WIS|WiS,,,,,,Warszawa,bn_books-210-%c-98340|bn_books-210-%c-21591|bn_books-210-%c-25222|bn_books-210-%c-37217|bn_books-210-%c-48502|bn_books-210-%c-58779|bn_books-210-%c-63476|bn_books-210-%c-106086,,wis|warszawa
y,1512,Witryna,,|Kwadrat]|Kwadrat,,,,Lublin,bn_books-210-%c-86697|bn_books-210-%c-99658,,witryna|lublin
y,1513,Witrynka Literatów i Krytyków,,KZ NSZZ Solidarność,,,,Poznań,bn_books-210-%c-18483|bn_books-210-%c-35554|bn_books-210-%c-35566,,witrynkaliteratówikrytyków|poznań
y,1513,Witrynka Literatów i Krytyków,,Labour Party (Velká Británie),,,,Poznań,bn_books-210-%c-102496,,wlikwitrynkaliteratówikrytyków|poznań
y,1513,Witrynka Literatów i Krytyków,,,,,,Poznań | Łódź,bn_books-210-%c-298|bn_books-210-%c-49861,,witrynkaliteratówikrytyków|poznańłódź
y,1516,Więź,,,,,,,cz_articles-610-$$a-2354175,,więźčasopis
y,1517,WKOP,,,,,,Poznań,bn_books-210-%c-12175,,wkop|poznań
y,1519,WL Libertas,,,,,,Kraków,bn_books-210-%c-31162,,wllibertas|kraków
y,1520,W. Markowski,,,,,,Bytom,bn_books-210-%c-93102,,wmarkowski|bytom
y,1522,Wydawnictwo Myśli Nieinternowanej,WMN,Wydaw. LDP Niepodległość,47|1637,,,Kraków,bn_books-210-%c-52459,,wmnwydawmyślinieinternowanej|kraków
y,1522,Wydawnictwo Myśli Nieinternowanej,WMN,,47|1637,,,Kraków,bn_books-210-%c-7211|bn_books-210-%c-21316|bn_books-210-%c-25520|bn_books-210-%c-52481|bn_books-210-%c-64779|bn_books-210-%c-73174|bn_books-210-%c-73191|bn_books-210-%c-94687|bn_books-210-%c-96379|bn_books-210-%c-97734|bn_books-210-%c-103447|bn_books-210-%c-104591|bn_books-210-%c-104837,,wydawmyślinieinternowanej|kraków
y,1523,WN,,staraniem LDP Niepodległość,47|1637,,,Warszawa,bn_books-210-%c-36167|bn_books-210-%c-104516,,wn|warszawa
y,1524,Wojenna Drukarnia Polowa,,,47|1637,,,s. l.,bn_books-210-%g-25691,,wojennadrukpolowa|sl
y,1525,Wojenna Oficyna Wydawnicza,WOW,,,,,Warszawa,bn_books-210-%c-67445|bn_books-210-%c-96465,,wojennaoficynawydawnicza|warszawa
y,1525,Wojenna Oficyna Wydawnicza,WOW,,,,,Warszawa,bn_books-210-%c-108245,,wowwojennaoficynawydawnicza|warszawa
y,1526,Wojskowa Rada Ocalenia Narodowego,,,,,,,cz_articles-610-$$a-2356175|cz_articles-610-$$a-2356301|cz_articles-610-$$a-2397918,,wojskowaradaocalenianarodowego
y,1527,W Okopach,,Libert~'e|Liberte,,,,Warszawa,bn_books-210-%c-15565|bn_books-210-%c-81489|bn_books-210-%c-81514,,wokopach|warszawa
y,1528,Wokół Nas,,,,,,Gliwice,bn_books-210-%c-15105|bn_books-210-%c-15117|bn_books-210-%c-48554|bn_books-210-%c-51878|bn_books-210-%c-51932|bn_books-210-%c-59310|bn_books-210-%c-70242|bn_books-210-%c-93633,,wokółnas|gliwice
y,1528,Wokół Nas,,,,,,s. l.,bn_books-210-%g-51932,,wokółnas|sl
y,1530,Wola,,,,,,Warszawa,bn_books-210-%c-697|bn_books-210-%c-6122|bn_books-210-%c-6621|bn_books-210-%c-11551|bn_books-210-%c-13632|bn_books-210-%c-13768|bn_books-210-%c-16151|bn_books-210-%c-35495|bn_books-210-%c-38522|bn_books-210-%c-39093|bn_books-210-%c-39865|bn_books-210-%c-40260|bn_books-210-%c-45201|bn_books-210-%c-45305|bn_books-210-%c-46168|bn_books-210-%c-49213|bn_books-210-%c-64068|bn_books-210-%c-77772|bn_books-210-%c-81149|bn_books-210-%c-81163|bn_books-210-%c-81174|bn_books-210-%c-81190|bn_books-210-%c-81214|bn_books-210-%c-82056|bn_books-210-%c-84767|bn_books-210-%c-86753|bn_books-210-%c-87744|bn_books-210-%c-91335,,wola|warszawa
y,1531,Wolna Drukarenka Portowców Gdyńskich,,,,,2004|2011,Gdańsk,bn_books-210-%c-19918,,wolnadrukarenkaportowcówgdyńskich|gdańsk
y,1532,Wolna Drukarnia im. Józefa Piłsudskiego,,,,,,Uherce,bn_books-210-%c-67460,,wolnadrukarniaimjózefapiłsudskiego|uherce
y,1533,Wolna Drukarnia Stoczni Gdańskiej,,,,,,Gdańsk,bn_books-210-%g-71661,,wolnadrukstocznigdańskiej|gdań
y,1533,Wolna Drukarnia Stoczni Gdańskiej,,,,,,Gdańsk,bn_books-210-%c-101341,,wolnadrukarniastocznigdańskiej|gdańsk
y,1534,Wolna Drukarnia Wałkowa Gryps,,,,,,Szczecin,bn_books-210-%c-89765,,wolnadrukarniawałkowagryps|szczecin
y,1535,Wolna Drukarnia Wałkowa,,,,,,Warszawa,bn_books-210-%g-36350,,wolnadrukarniawałkowa|warsz
y,1536,Wolna Drukarnia. im. A. Heydla,,,,,,s. l.|s. l. ,bn_books-210-%g-23188|bn_books-210-%g-23208|bn_books-210-%g-29732|bn_books-210-%g-29761|bn_books-210-%g-38665|bn_books-210-%g-38680|bn_books-210-%g-43553|bn_books-210-%g-54777|bn_books-210-%g-81036,,wolnadrukimaheydla|sl
y,1536,Wolna Drukarnia. im. A. Heydla,,,,,,Warszawa,bn_books-210-%g-38697|bn_books-210-%g-43634|bn_books-210-%g-54044|bn_books-210-%g-54082|bn_books-210-%g-71338|bn_books-210-%g-71357|bn_books-210-%g-71378|bn_books-210-%g-80647|bn_books-210-%g-80664|bn_books-210-%g-95965,,wolnadrukimaheydla|warsz
y,1536,Wolna Drukarnia. im. A. Heydla,,,,,,Warszawa,bn_books-210-%g-54964,,wolnadrukimaheydla|warszawa
y,1539,Wolna Drukarnia im. Józefa Piłsudskiego,,Los|LOS,,,,s. l.,bn_books-210-%g-17778,,wolnadrukimjózefapiłsudskiego|sl
y,1541,Wolna Spółka Wydawnicza,,,,549,2050,Lublin,bn_books-210-%c-43909|bn_books-210-%c-43947,,wolnaspółkawydawnicza|lublin
