REV,group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,alt_name_vol_2,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
Y,585,Międzyzakładowy Komitet Założycielski NSZZ Solidarność  Regionu Bydgoskiego,,"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,,2004|2006,Bydgoszcz,bn_books-210-%c-49118,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|bydgoszcz
Y,587,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Ziemi Łódzkiej,MKZ NSZZ Solidarność Ziemi Łódzkiej,"MKZ NSZZ ""Solidarność""",,,2004|2038,Łódź,bn_books-210-%c-67318,,mkznszzsolidarność|łódź
Y,587,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Ziemi Łódzkiej,MKZ NSZZ Solidarność Ziemi Łódzkiej,"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność"" Ziemi Łódzkiej",,,2004|2038,Łódź,bn_books-210-%c-25394|bn_books-210-%c-44267|bn_books-210-%c-44279|bn_books-210-%c-52375|bn_books-210-%c-91417,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarnośćziemiłódzkiej|łódź
Y,587,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Ziemi Łódzkiej,MKZ NSZZ Solidarność Ziemi Łódzkiej,"[MKZ ZŁ NSZZ ""Solidarność""]",,,2004|2038,Łódź,bn_books-210-%c-44290,,mkzzłnszzsolidarność|łódź
y,587,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Ziemi Łódzkiej,MKZ NSZZ Solidarność Ziemi Łódzkiej,"NSZZ ""Solidarność"" MKZ Ziemi Łódzkiej",,,2004|2038,Łódź,bn_books-210-%c-81048,,nszzsolidarnośćmkzziemiłódzkiej|łódź
y,587,Międzyzakładowy Komitet Założycielski NSZZ Solidarność Ziemi Łódzkiej,MKZ NSZZ Solidarność Ziemi Łódzkiej,"NSZZ [Niezależny Samorządny Związek Zawodowy] ""Solidarność"" MKZ [Międzyzakładowego Komitetu Założycielskiego] Ziemi Łódzkiej",,,2004|2038,,bn_books-225-%f-81048,,nszzniezależnysamorządnyzwiązekzawodowysolidarnośćmkzmiędzyzakładowegokomitetuzałożycielskiegoziemiłódzkiej
Y,589,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,"MKZ NSZZ - Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego ""Solidarność""",,,2004|2040,Radom,bn_books-210-%c-79998,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|radom
Y,590,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,,2004,S. l.,bn_books-210-%c-69803,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|sl
Y,591,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,"MKZ NSZZ [Międzyzakładowy Komitet Założycielski Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,,2004|2009,Wrocław,bn_books-210-%c-28333|bn_books-210-%c-34677|bn_books-210-%c-34697,,mkznszzmiędzyzakładowykomitetzałożycielskiniezależnegosamorządnegozwiązkuzawodowegosolidarność|wrocław
y,591,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,"""Solidarność"" MKZ NSZZ [Międzyzakładowego Komitetu Założycielskiego Niezależnego Samorządnego Związku Zawodowego",,,2004|2009,Wrocław,bn_books-210-%c-32133,,solidarnośćmkznszzmiędzyzakładowegokomitetuzałożycielskiegoniezależnegosamorządnegozwiązkuzawodowego|wrocław
y,591,Międzyzakładowy Komitet Założycielski NSZZ Solidarność,,"Wydaw. MKZ-u [Międzyzakładowego Komitetu Założycielskiego] ""Solidarność""",,,2004|2009,Wrocław,bn_books-210-%c-90506,,wydawmkzumiędzyzakładowegokomitetuzałożycielskiegosolidarność|wrocław
y,594,MN,,MN,,,,Szczecin,bn_books-210-%c-36734,,mn|szczecin
y,595,MN,,"""MN""",,,,Warszawa,bn_books-210-%c-42963|bn_books-210-%c-53093,,mn|warszawa
y,596,Morava,,Morava,,,,Olomouc,cz_books-264-$$b-2427502,,moravasamizdat|olomouc
y,597,Most,,"""Most""",,,,Warszawa,bn_books-210-%c-1872|bn_books-210-%c-9865|bn_books-210-%c-10056|bn_books-210-%c-10329|bn_books-210-%c-11739|bn_books-210-%c-13661|bn_books-210-%c-14638|bn_books-210-%c-37491|bn_books-210-%c-37545|bn_books-210-%c-44700|bn_books-210-%c-46189|bn_books-210-%c-47390|bn_books-210-%c-51993|bn_books-210-%c-53846|bn_books-210-%c-66025|bn_books-210-%c-72022|bn_books-210-%c-74924|bn_books-210-%c-79124|bn_books-210-%c-83047|bn_books-210-%c-83482|bn_books-210-%c-86109|bn_books-210-%c-91778|bn_books-210-%c-105867|bn_books-210-%c-109501|bn_books-210-%c-109663,,most|warszawa
y,598,Motyl - Młodzieżowa Oficyna Twórczości Literackiej,,Motyl - Młodzieżowa Oficyna Twórczości Literackiej,,,,Gdańsk,bn_books-210-%c-92348,,motylmłodzieżowaoficynatwórczościliterackiej|gdańsk
y,599,Mowa,,"""Mowa""",,,,,bn_books-225-%f-34979,,mowa
y,600,MOWA - Medyczna Oficyna Wydawnicza,,MOWA - Medyczna Oficyna Wydawnicza,,,,Kraków,bn_books-210-%c-73428,,mowamedycznaoficynawydawnicza|kraków
y,601,Mowa - Młodzieżowa Oficyna Wydawnicza,,"""Mowa"" - Młodzieżowa Oficyna Wydawnicza",,,,S. l.,bn_books-210-%c-86031,,mowamłodzieżowaoficynawydawnicza|sl
y,602,Młoda Polska,,"MP [""Młoda Polska""]",,,,Gdańsk,bn_books-210-%c-26878|bn_books-210-%c-92970,,mpmłodapolska|gdańsk
y,602,Młoda Polska,,"""Młoda Polska""|Młoda Polska",,,,Gdańsk,bn_books-210-%c-4034|bn_books-210-%c-10418|bn_books-210-%c-26072|bn_books-210-%c-26889|bn_books-210-%c-59623|bn_books-210-%c-59912|bn_books-210-%c-60887|bn_books-210-%c-71219|bn_books-210-%c-72726|bn_books-210-%c-83110|bn_books-210-%c-83124|bn_books-210-%c-83146|bn_books-210-%c-83688|bn_books-210-%c-87061|bn_books-210-%c-97285|bn_books-210-%c-99411|bn_books-210-%c-99425|bn_books-210-%c-99925|bn_books-210-%c-104103|bn_books-210-%c-16789,,młodapolska|gdańsk
y,602,Młoda Polska,,"""Młoda Polska""",,,,Lublin,bn_books-210-%c-26618,,młodapolska|lublin
y,602,Młoda Polska,,"""Młoda Polska""",,,,Łódź,bn_books-210-%c-3880|bn_books-210-%c-83134,,młodapolska|łódź
y,602,Młoda Polska,,"""Młoda Polska""",,,,S. l.,bn_books-210-%c-110208,,młodapolska|sl
y,602,Młoda Polska,,"""Młoda Polska""",,,,Warszawa,bn_books-210-%c-49601,,młodapolska|warszawa
y,602,Młoda Polska,,"""Młoda Polska""",,,,,bn_books-225-%f-92970,,młodapolska
y,603,MP,,MP,,,,Kraków,bn_books-210-%c-11787,,mp|kraków
y,604,MP,,MP,,,,Wrocław,bn_books-210-%g-18680,,mp|wroc
y,606,MRN,,MRN,,,,S. l.,bn_books-210-%c-97171,,mrn|sl
y,607,Mrtvá dlažba,,Mrtvá dlažba (hudební skupina),,,,,cz_articles-610-$$a-2394019,,mrtvádlažbahudebnískupina
y,609,Mur,,"""Mur""",,,,Gdańsk,bn_books-210-%c-15522,,mur|gdańsk
y,610,Mysia 5,,"""Mysia 5""",,,,Warszawa,bn_books-210-%c-2171|bn_books-210-%c-18650|bn_books-210-%c-21193|bn_books-210-%c-40882|bn_books-210-%c-71678,,mysia5|warszawa
y,611,My,,"""My""",,,,Warszawa,bn_books-210-%c-47407|bn_books-210-%c-81630,,my|warszawa
y,613,Myśl Niezależna,,"""Myśl Niezależna""",,,,s. l.,bn_books-210-%g-19781,,myślniezależna|sl
y,614,Myśl Państwowa,,"""Myśl Państwowa""",,,,Kraków,bn_books-210-%c-55629|bn_books-210-%c-102891,,myślpaństwowa|kraków
y,615,Myśl Państwowa,,"""Myśl Państwowa""",,,,Warszawa,bn_books-210-%c-10189|bn_books-210-%c-72043|bn_books-210-%c-92468,,myślpaństwowa|warszawa
y,616,Myśl,,"""Myśl""",,,,s. l.,bn_books-210-%g-94886,,myśl|sl
y,616,Myśl,,"""Myśl""",,,,Warszawa,bn_books-210-%g-66643|bn_books-210-%g-78146,,myśl|warsz
y,616,Myśl,,"""Myśl""|Myśl""",,,,Warszawa,bn_books-210-%c-741|bn_books-210-%c-2612|bn_books-210-%c-7659|bn_books-210-%c-12153|bn_books-210-%c-12379|bn_books-210-%c-13546|bn_books-210-%c-15359|bn_books-210-%c-18467|bn_books-210-%c-20367|bn_books-210-%c-24008|bn_books-210-%c-29680|bn_books-210-%c-29695|bn_books-210-%c-32576|bn_books-210-%c-33315|bn_books-210-%c-34471|bn_books-210-%c-34511|bn_books-210-%c-34659|bn_books-210-%c-34732|bn_books-210-%c-34784|bn_books-210-%c-34805|bn_books-210-%c-34941|bn_books-210-%c-35227|bn_books-210-%c-35428|bn_books-210-%c-35451|bn_books-210-%c-36185|bn_books-210-%c-36672|bn_books-210-%c-38286|bn_books-210-%c-38304|bn_books-210-%c-40965|bn_books-210-%c-46331|bn_books-210-%c-46662|bn_books-210-%c-47423|bn_books-210-%c-51596|bn_books-210-%c-51780|bn_books-210-%c-64887|bn_books-210-%c-65726|bn_books-210-%c-68574|bn_books-210-%c-80587|bn_books-210-%c-83931|bn_books-210-%c-86620|bn_books-210-%c-87153|bn_books-210-%c-92326|bn_books-210-%c-93372|bn_books-210-%c-93403|bn_books-210-%c-95901|bn_books-210-%c-96020|bn_books-210-%c-96397|bn_books-210-%c-96445|bn_books-210-%c-97682|bn_books-210-%c-98145|bn_books-210-%c-98398|bn_books-210-%c-101773|bn_books-210-%c-86640,,myśl|warszawa
y,616,Myśl,,"""Myśl""",,,,,bn_books-225-%f-741|bn_books-225-%f-18467|bn_books-225-%f-20367|bn_books-225-%f-24008|bn_books-225-%f-38286|bn_books-225-%f-38304|bn_books-225-%f-92326|bn_books-225-%f-101773,,myśl
y,625,Młodzieżowa Oficyna Literacka,,Młodzieżowa Oficyna Literacka,,,,Bydgoszcz,bn_books-210-%c-72511,,młodzieżowaoficynaliteracka|bydgoszcz
y,626,Młodzieżowa Spółdzielnia Wydawnicza,,Młodzieżowa Spółdzielnia Wydawnicza,,,,Warszawa,bn_books-210-%c-33171|bn_books-210-%c-106286,,młodzieżowaspółdzielniawydawnicza|warszawa
y,627,Młodzieżowe Piwnice Wydawnicze MPW,,Młodzieżowe Piwnice Wydawnicze MPW,,,,Wrocław,bn_books-210-%c-19153,,młodzieżowepiwnicewydawniczempw|wrocław
y,628,Młynek,,"""Młynek""",,,,Warszawa,bn_books-210-%c-24858|bn_books-210-%c-40113|bn_books-210-%c-53949|bn_books-210-%c-61648,,młynek|warszawa
y,629,N'99,,"""N'99""",,,,Warszawa,bn_books-210-%c-38946,,n99|warszawa
y,630,Nadzieja,,"""Nadzieja""",,,,Warszawa,bn_books-210-%c-55521|bn_books-210-%c-64686|bn_books-210-%c-66139|bn_books-210-%c-106649,,nadzieja|warszawa
y,631,Niezależna Agencja Fotograficzna Kwadrat,NAF Kwadrat,"NAF [Niezależna Agencja Fotograficzna] ""Kwadrat""",,,,Wrocław,bn_books-210-%c-104325|bn_books-210-%c-107248,,nafniezależnaagencjafotograficznakwadrat|wrocław
y,632,[unknown publisher],,,,,,Brno,cz_books-264-$$b-2428333,,nakladatelneníznámýsamizdat|brno
y,633,[unknown publisher],,,,,,Místo vydání není známé|místo vydání není známé,cz_books-264-$$b-2425979|cz_books-264-$$b-2425988|cz_books-264-$$b-2426019|cz_books-264-$$b-2426024|cz_books-264-$$b-2426026|cz_books-264-$$b-2426027|cz_books-264-$$b-2426029|cz_books-264-$$b-2426337|cz_books-264-$$b-2426413|cz_books-264-$$b-2426415|cz_books-264-$$b-2426906|cz_books-264-$$b-2426909|cz_books-264-$$b-2426918|cz_books-264-$$b-2427021|cz_books-264-$$b-2427047|cz_books-264-$$b-2427049|cz_books-264-$$b-2427055|cz_books-264-$$b-2427056|cz_books-264-$$b-2427380|cz_books-264-$$b-2427387|cz_books-264-$$b-2427418|cz_books-264-$$b-2427424|cz_books-264-$$b-2427456|cz_books-264-$$b-2427472|cz_books-264-$$b-2427476|cz_books-264-$$b-2427479|cz_books-264-$$b-2427488|cz_books-264-$$b-2427503|cz_books-264-$$b-2427506|cz_books-264-$$b-2427512|cz_books-264-$$b-2427847|cz_books-264-$$b-2427869|cz_books-264-$$b-2427877|cz_books-264-$$b-2427899|cz_books-264-$$b-2427912|cz_books-264-$$b-2427918|cz_books-264-$$b-2427922|cz_books-264-$$b-2427927|cz_books-264-$$b-2427933|cz_books-264-$$b-2428244|cz_books-264-$$b-2428252|cz_books-264-$$b-2428260|cz_books-264-$$b-2428261|cz_books-264-$$b-2428280|cz_books-264-$$b-2428373|cz_books-264-$$b-2428376|cz_books-264-$$b-2428386|cz_books-264-$$b-2428419|cz_books-264-$$b-2429149|cz_books-264-$$b-2429170|cz_books-264-$$b-2429196|cz_books-264-$$b-2429199|cz_books-264-$$b-2429218|cz_books-264-$$b-2429241|cz_books-264-$$b-2429591|cz_books-264-$$b-2429633|cz_books-264-$$b-2429643|cz_books-264-$$b-2429651|cz_books-264-$$b-2429665|cz_books-264-$$b-2429690|cz_books-264-$$b-2429697|cz_books-264-$$b-2429698|cz_books-264-$$b-2429707|cz_books-264-$$b-2429713|cz_books-264-$$b-2429975|cz_books-264-$$b-2429978|cz_books-264-$$b-2429991|cz_books-264-$$b-2430017|cz_books-264-$$b-2430025|cz_books-264-$$b-2430047|cz_books-264-$$b-2430049,,nakladatelneníznámýsamizdat|místovydáníneníznámé
y,634,[unknown publisher],,,,,,Olomouc,cz_books-264-$$b-2427510|cz_books-264-$$b-2426400|cz_books-264-$$b-2427863|cz_books-264-$$b-2427879|cz_books-264-$$b-2428359|cz_books-264-$$b-2429176|cz_books-264-$$b-2429605|cz_books-264-$$b-2429608,,nakladatelneníznámýsamizdat|olomouc
y,635,[unknown publisher],,,,,,Praha,cz_books-264-$$b-2425196|cz_books-264-$$b-2426036|cz_books-264-$$b-2427859|cz_books-264-$$b-2427928|cz_books-264-$$b-2427929|cz_books-264-$$b-2428364|cz_books-264-$$b-2428368|cz_books-264-$$b-2428418|cz_books-264-$$b-2429710|cz_books-264-$$b-2430041,,nakladatelneníznámýsamizdat|praha
y,636,[unknown publisher],,,,,,Český Těšín,cz_books-264-$$b-2429646,,nakladatelneníznámýsamizdat|českýtěšín
y,637,[unknown publisher],,,,,,Místo vydání není známé,cz_books-264-$$b-2428371,,nakladtaelneníznámýsamizdat|místovydáníneníznámé
y,638,Szaniec,,"Nakładem Oficyny ""Szaniec""",,,,Łódź,pbl_books-nan-publishing_house-1396884,,nakłademoficynyszaniec|łódź
,638,Szaniec,,"""Szaniec""",,,,Łódź,bn_books-210-%c-62258,,szaniec|łódź
y,639,[author as publisher],,[nakł. autora],,,,Gdańsk,bn_books-210-%c-32474,,nakłautora|gdańsk
y,640,[author as publisher],,nakł. autora,,,,Lublin | | etc.,bn_books-210-%c-87027,,nakłautora|lublinetc
y,641,[author as publisher],,[nakł. autora,,,,Podkowa Leśna,bn_books-210-%c-62076,,nakłautora|podkowaleśna
y,642,[author as publisher],,nakł. autora,,,,Poznań,bn_books-210-%c-62697,,nakłautora|poznań
y,643,[author as publisher],,[nakł. autora|nakł. autora,,,,Warszawa,bn_books-210-%c-82271|bn_books-210-%c-98987,,nakłautora|warszawa
y,644,Centralny Wydział Zawodowy Polskiej Partii Socjalistycznej,,Centralny Wydział Zawodowy PPS [Polskiej Partii Socjalistycznej],,,978,Warszawa,bn_books-210-%c-29988,,centralnywydziałzawodowyppspolskiejpartiisocjalistycznej|warszawa
y,644,Centralny Wydział Zawodowy Polskiej Partii Socjalistycznej,,nakł. Centralnego Wydziału Zawodowego Polskiej Partii Socjalistycznej,,,978,Warszawa,bn_books-210-%c-78146,,nakłcentralnegowydziałuzawodowegopolskiejpartiisocjalistycznej|warszawa
y,644,Centralny Wydział Zawodowy Polskiej Partii Socjalistycznej,,nakł. Centralnego Wydziału Zawodowego PPS [Polskiej Partii Socjalistycznej],,,978,Warszawa,bn_books-210-%c-81999,,nakłcentralnegowydziałuzawodowegoppspolskiejpartiisocjalistycznej|warszawa
y,646,Gazeta Polska,,"nakł. ""Gazety Polskiej""",,,,Warszawa,bn_books-210-%c-62445,,nakłgazetypolskiej|warszawa
y,647,Grupa Emanuela Goldsteina,,nakł. Grupy Emanuela Goldsteina,,,,Warszawa,bn_books-210-%c-102009,,nakłgrupyemanuelagoldsteina|warszawa
y,648,Grupa Polityczna Robotnik,,"nakł. Grupy Politycznej ""Robotnik""",,,,Warszawa,bn_books-210-%c-13171|bn_books-210-%c-13379|bn_books-210-%c-72223|bn_books-210-%c-104527,,nakłgrupypolitycznejrobotnik|warszawa
y,649,Grupa Polityczna Wolność i Niepodległość,,"nakł. Grupy Politycznej ""Wolność i Niepodległość""",,,,Warszawa,bn_books-210-%c-73766,,nakłgrupypolitycznejwolnośćiniepodległość|warszawa
y,651,Piotr Surażyński,,nakł. P[iotra] Surażyńskiego|nakł. Piotra Surażyńskiego|nakł. [Piotra] Surażyńskiego,,,,Lublin | | etc.,bn_books-210-%c-4703|bn_books-210-%c-6493|bn_books-210-%c-25446|bn_books-210-%c-27433|bn_books-210-%c-6448,tak,nakłpiotrasurażyńskiego|lublinetc
y,652,Robotnik,,"nakł. ""Robotnika""",,,,Warszawa,bn_books-210-%c-36123,,nakłrobotnika|warszawa
y,653,Narodowe Odrodzenie Polski,,Narodowe Odrodzenie Polski,,,,Warszawa,bn_books-210-%c-17052|bn_books-210-%c-89283|bn_books-210-%c-89668|bn_books-210-%c-97860,,narodoweodrodzeniepolski|warszawa
y,654,Nasza Przyszłość,,"""Nasza Przyszłość""",,,,Bydgoszcz,bn_books-210-%c-11821|bn_books-210-%c-21126|bn_books-210-%c-57784,,naszaprzyszłość|bydgoszcz
y,655,Nasz Głos,,"""Nasz Głos""",,,,Łódź,bn_books-210-%c-1232,,naszgłos|łódź
y,656,Nauczycielska Oficyna Solidarności,,Nauczycielska Oficyna Solidarności,,,2004,Lublin,bn_books-210-%c-7588,,nauczycielskaoficynasolidarności|lublin
y,657,Niezależna Agencja Wydawnicza Solidarności Walczącej,NAWA,"Niezależna Agencja Wydawnicza ""Solidarności Walczącej""",,,2003,Warszawa,bn_books-210-%c-5245|bn_books-210-%c-20558|bn_books-210-%c-57317,,niezależnaagencjawydawniczasolidarnościwalczącej|warszawa
y,657,Niezależna Agencja Wydawnicza Solidarności Walczącej,NAWA,NAWA - Niezależna Agencja Wydawnicza Solidarności Walczącej,,,2003,Wrocław,bn_books-210-%c-21400,,nawaniezależnaagencjawydawniczasolidarnościwalczącej|wrocław
y,657,Niezależna Agencja Wydawnicza Solidarności Walczącej,NAWA,"""Nawa""",,,,Warszawa,bn_books-210-%c-49824,,nawa|warszawa
y,659,Nawias,,"""Nawias""",,,,Warszawa,bn_books-210-%c-42353|bn_books-210-%c-53561,,nawias|warszawa
y,661,Niezależne Zrzeszenie Studentów Unia,NZS Unia,"na zlec. NZS ""Unia""",,,2001,Warszawa,bn_books-210-%c-46286,,nazlecnzsunia|warszawa
y,662,Serwis Informacyjny RKS NSZZ Solidarność Małopolska,,Serwis Informacyjny RKS Małopolska,,,2004|2017,Kraków,bn_books-210-%c-93128,,serwisinformacyjnyrksmałopolska|kraków
y,662,Serwis Informacyjny RKS NSZZ Solidarność Małopolska,,"na zlec. ""Serwisu Informacyjnego"" RKS [Regionalnego Komitetu Solidarności] Małopolska",,,2004|2017,Kraków,bn_books-210-%c-78861,,nazlecserwisuinformacyjnegorksregionalnegokomitetusolidarnościmałopolska|kraków
y,663,Zespołu do Spraw Kultury NSZZ Solidarność,,"na zlec. Zespołu do Spraw Kultury NSZZ [Niezależnego Samorządnego Związku Zawodowego] ""Solidarność""",,,2004|2018,Warszawa,bn_books-210-%c-31335,,nazleczespołudosprawkulturynszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|warszawa
y,664,Neutrino,,"""Neutrino""",,,,Warszawa,bn_books-210-%c-53635|bn_books-210-%c-92640|bn_books-210-%c-107001,,neutrino|warszawa
y,665,Niezależna Inicjatywa Edytorska,NIE,NIE - Niezależna Inicjatywa Edytorska|NIE - [Niezależna Inicjatywa Edytorska],,,,Wrocław,bn_books-210-%c-45098|bn_books-210-%c-84167,,nieniezależnainicjatywaedytorska|wrocław
y,667,Niepodległość,,"""Niepodległość""",,,,s. l.,bn_books-210-%g-44445,,niepodległość|sl
y,667,Niepodległość,,"""Niepodległość"" ; ",,,,Warszawa,bn_books-210-%g-45371,,niepodległośćprawymargines|warsz
y,667,Niepodległość,,"""Niepodległość""",,,,Warszawa,bn_books-210-%g-50353|bn_books-210-%g-54634,,niepodległość|warsz
y,667,Niepodległość,,"""Niepodległość""",,,,Warszawa,bn_books-210-%c-2370|bn_books-210-%c-10175|bn_books-210-%c-10189|bn_books-210-%c-12042|bn_books-210-%c-13097|bn_books-210-%c-15910|bn_books-210-%c-25633|bn_books-210-%c-27244|bn_books-210-%c-30082|bn_books-210-%c-45386|bn_books-210-%c-47439|bn_books-210-%c-50353|bn_books-210-%c-50377|bn_books-210-%c-54616|bn_books-210-%c-54634|bn_books-210-%c-72280|bn_books-210-%c-74964|bn_books-210-%c-104667,,niepodległość|warszawa
y,670,Niezależna Agencja Fotograficzna Dementi,,Niezależna Agencja Fotograficzna Dementi,,,,Wrocław,bn_books-210-%c-77818,,niezależnaagencjafotograficznadementi|wrocław
y,672,Niezależna Agencja Informacyjna,,Niezależna Agencja Informacyjna,,,,Wrocław,bn_books-210-%g-3958,,niezależnaagencjainformacyjna|wroc
y,674,Niezależna Biblioteka Krakowska,,Niezależna Biblioteka Krakowska,,,,Kraków,bn_books-210-%c-84491|bn_books-210-%c-84546|bn_books-210-%c-88313|bn_books-210-%c-88333,,niezależnabibliotekakrakowska|kraków
y,675,Niezależna Bydgoska Oficyna,,Niezależna Bydgoska Oficyna,,,,Bydgoszcz,bn_books-210-%c-101417,,niezależnabydgoskaoficyna|bydgoszcz
y,676,Niezależna Drukarnia Komitetu Pomocy Więzionym za Przekonania,,Niezależna Druk. KPWzP [Komitetu Pomocy Więzionym za Przekonania],,,,Kraków,bn_books-210-%g-36002,,niezależnadrukkpwzpkomitetupomocywięzionymzaprzekonania|krak
y,677,Niezależna Fonoteka w Poznaniu,,Niezależna Fonoteka w Poznaniu,,,,Poznań,pbl_books-nan-publishing_house-1391881,,niezależnafonotekawpoznaniu|poznań
y,678,Niezależna Grupa Non Violance,,"Niezależna Grupa ""Non Violance""",,,,Wrocław,bn_books-210-%c-92113,,niezależnagrupanonviolance|wrocław
y,679,Niezależna Inicjatywa Wydawnicza,Niva,Niezależna Inicjatywa Wydawnicza,,,,Warszawa,bn_books-210-%c-21461|bn_books-210-%c-86296|bn_books-210-%c-91257|bn_books-210-%c-109362,,niezależnainicjatywawydawnicza|warszawa
y,679,Niezależna Inicjatywa Wydawnicza,Niva,"Niezależna Inicjatywa Wydawnicza ""Niva""",,,,Warszawa,bn_books-210-%c-17382,,niezależnainicjatywawydawniczaniva|warszawa
y,682,Niezależna Oficyna Studentów Czekając,,"Niezależna Oficyna Studentów ""Czekając""",,,,Kraków,bn_books-210-%c-65062,,niezależnaoficynastudentówczekając|kraków
y,683,Niezależna Oficyna Studentów,NOS,Niezależna Oficyna Studentów,,,,Kraków,bn_books-210-%c-19409|bn_books-210-%c-24192|bn_books-210-%c-31382|bn_books-210-%c-95525|bn_books-210-%c-106317,,niezależnaoficynastudentów|kraków
y,683,Niezależna Oficyna Studentów,NOS,NOS - Niezależna Oficyna Studentów|NOS [Niezależna Oficyna Studentów|NOS [Niezależna Oficyna Studentów],,,,Kraków,bn_books-210-%c-24352|bn_books-210-%c-109758|bn_books-210-%c-24600|bn_books-210-%c-99842,,nosniezależnaoficynastudentów|kraków
y,685,Niezależna Oficyna Wydawnicza NOWa 2.,NOWa 2,Niezależna Oficyna Wydawnicza 2.,,,695,Warszawa,bn_books-210-%c-51387,,niezależnaoficynawydawnicza2|warszawa
y,685,Niezależna Oficyna Wydawnicza NOWa 2.,NOWa 2,"Niezależna Oficyna Wydawnicza ""N[owa""] 2|Niezależna Oficyna Wydawnicza ""Nowa"" 2|Niezależna Oficyna Wydawnicza ""Nowa""2|[Niezależna Oficyna Wydawnicza] ""Nowa"" 2|[Niezależna Oficyna Wydawnicza]""Nowa"" 2",,,695,Warszawa,bn_books-210-%c-52642|bn_books-210-%c-611|bn_books-210-%c-17633|bn_books-210-%c-24875|bn_books-210-%c-45594|bn_books-210-%c-45727|bn_books-210-%c-57066|bn_books-210-%c-69545|bn_books-210-%c-74558|bn_books-210-%c-92781|bn_books-210-%c-100127|bn_books-210-%c-100147|bn_books-210-%c-80181|bn_books-210-%c-103574|bn_books-210-%c-37046|bn_books-210-%c-32111,,niezależnaoficynawydawniczanowa2|warszawa
y,686,Niezależna Oficyna Wydawnicza Gdańskiego Ruchu Oporu Młodzieży Pokolenie,,"Niezależna Oficyna Wydawnicza Gdańskiego Ruchu Oporu Młodzieży ""Pokolenie""",,,,Gdańsk,bn_books-210-%c-67961,,niezależnaoficynawydawniczagdańskiegoruchuoporumłodzieżypokolenie|gdańsk
y,687,Niezależna Oficyna Wydawnicza Hutników HL,,Niezależna Oficyna Wydawnicza Hutników HL,,,,Kraków,bn_books-210-%c-42025,,niezależnaoficynawydawniczahutnikówhl|kraków
y,688,Niezależna Oficyna Wydawnicza im. Armii Krajowej,,Niezależna Oficyna Wydawnicza im. Armii Krajowej,,,,Warszawa,bn_books-210-%c-56924,,niezależnaoficynawydawniczaimarmiikrajowej|warszawa
y,689,Niezależna Oficyna Wydawnicza im. Bohaterów 31 Sierpnia 1982 r.,,"Niezależna Oficyna Wydawnicza im. ""Bohaterów 31 Sierpnia 1982 r.""",,,,Wrocław,bn_books-210-%c-36657,,niezależnaoficynawydawniczaimbohaterów31sierpnia1982r|wrocław
y,690,Niezależna Spółdzielnia Wydawnicza 1,,"Niezależna Oficyna Wydawnicza ""Nowa"". Niezależna Spółdzielnia Wydawnicza 1|Niezależna Oficyna Wydawnicza ""Nowa"". Niezależna Spółdzielnia Wydawnicza 1.",,,695,Warszawa,bn_books-210-%c-94589|bn_books-210-%c-45683,,niezależnaoficynawydawniczanowaniezależnaspółdzielniawydawnicza1|warszawa
y,690,Niezależna Spółdzielnia Wydawnicza 1,,Niezależna Oficyna Wydawnicza. Niezależna Spółdzielnia Wydawnicza 1.,,,695,Warszawa,bn_books-210-%c-88643|bn_books-210-%c-88661|bn_books-210-%c-88685,,niezależnaoficynawydawniczaniezależnaspółdzielniawydawnicza1|warszawa
y,691,Niezależna Oficyna Wydawnicza Nowa 1 Bis,,Niezależna Oficyna Wydawnicza N[owa] 1 Bis,,,695,Warszawa,bn_books-210-%c-5436|bn_books-210-%c-5741|bn_books-210-%c-75009,,niezależnaoficynawydawniczanowa1bis|warszawa
y,695,Niezależna Oficyna Wydawnicza NOWa,NOWa,w miłej współpracy z NOWĄ,,,,Kraków,bn_books-210-%c-76137,,wmiłejwspółpracyznową|kraków
