group_id,Entity_Name,Entity Acronym,Alternative_form_of_name,Related_Entity_Sub_Entity,Related_Entity_Main_Entity,Located_Location,Grouped,entity_as_author,simple_name_loc
1636,Wydawnictwo im. ks. Sylwestra Zycha,,Wydaw. im. ks. Sylwestra Zycha,,,Warszawa,bn_books-210-%c-55837,,wydawimkssylwestrazycha|warszawa
1637,Wydawnictwo. im. Lecha Zondka LDP N,,Wydaw. im. Lecha Zondka LDP N,,514,Poznań,bn_books-210-%c-79874|bn_books-210-%c-57528,,poznań|wydawimlechazondkaldpnliberalnodemokratycznejpartiiniepodległość
1638,Wydawnictwo im. Legionów Polskich,,Wydaw. im. Legionów Polskich,,,Łódź,bn_books-210-%c-63376,,wydawimlegionówpolskich|łódź
1639,Wydawnictwo im. Odwilży Październikowej,,Wydaw. im. Odwilży Październikowej,,,S. l.,bn_books-210-%c-107910,,sl|wydawimodwilżypaździernikowej
1640,Wydawnictwo im Olofa Palme. Oddział Lewa Podmiejska,,Wydaw. im Olofa Palme. Oddział Lewa Podmiejska|Wydaw. im. Olofa Palme. Oddział Lewa Podmiejska|WOP. Oddział Lewa Podmiejska,,1642,Warszawa,bn_books-210-%c-104527|bn_books-210-%c-36123|bn_books-210-%c-13171|bn_books-210-%c-13379|bn_books-210-%c-13408|bn_books-210-%c-72223|bn_books-210-%c-73766,,wydawimolofapalmeoddziałlewapodmiejska|wopoddziałlewapodmiejska|warszawa
1642,Wydawnictwo im. Olofa Palme,,Wydaw. im. Olofa Palme,1640,,Warszawa|s. l.,bn_books-210-%g-13359|bn_books-210-%c-78146|bn_books-210-%c-41233|bn_books-210-%c-86531|bn_books-210-%c-81999|bn_books-210-%c-74640|bn_books-225-%f-36123,,sl|wydawnictwoimolofapalme|warszawa|wydawimolofapalme
1643,Wydawnictwo im. Przeora Kordeckiego,,Wydaw. im. Przeora Kordeckiego,,,Warszawa,bn_books-210-%c-63333,,wydawimprzeorakordeckiego|warszawa
1644,Wydawnictwo im. X. J. Popiełuszki|Wydawnictwo im. X.J. Popiełuszki,,Wydaw. im. X.J. Popiełuszki|Wydaw. im. X. J. Popiełuszki,,,Warszawa,bn_books-210-%c-75460|bn_books-210-%c-78613,,wydawimxjpopiełuszki|warszawa
1645,Wydawnictwo Instytutu Literatury Niezależnej WiLNo,,Wydaw. Instytutu Literatury Niezależnej WiLNo,,,Kraków,bn_books-210-%c-29846,,kraków|wydawinstytutuliteraturyniezależnejwilno
1646,Wydawnictwo Kierunku,,Wydaw. Kierunku,,,S. l.,bn_books-210-%c-33667,,sl|wydawkierunku
1647,Wydawnictwo Klubu Myśli Politycznej,,Wydaw. KMP,,,Toruń,bn_books-210-%c-20750,,wydawkmpklubumyślipolitycznej|toruń
1648,Wydawnictwo Komisji Edukacji Narodowej,,Wydaw. Komisji Edukacji Narodowej,,,S. l.,bn_books-210-%c-109994,,sl|wydawkomisjiedukacjinarodowej
1650,Okręg Zachodni KPN,,Wydaw. Konfederacji Polski Niepodległej. Okręg Zachodni,,424,S. l.,bn_books-210-%c-17314,,sl|wydawkonfederacjipolskiniepodległejokręgzachodni
1651,Wydawnictwo Kontaktów,,Wydaw. Kontaktów,,,Gdańsk,bn_books-210-%c-95099,,gdańsk|wydawkontaktów
1653,Wydawnictwo Krajowe KON,,Wydaw. Krajowe KON,,,Kraków,bn_books-210-%c-56846|bn_books-210-%c-56767|bn_books-210-%c-56833|bn_books-210-%c-56754|bn_books-210-%c-56872|bn_books-210-%c-56885|bn_books-210-%c-56898|bn_books-210-%c-56794|bn_books-210-%c-6836|bn_books-210-%c-56911|bn_books-210-%c-56781|bn_books-210-%c-56859|bn_books-210-%c-56820|bn_books-210-%c-56807,,wydawkrajowekon|kraków
1654,Wydawnictwo Krzyża Nowohuckiego,,Wydaw. Krzyża Nowohuckiego,,,Kraków,bn_books-210-%c-33116|bn_books-210-%c-83573|bn_books-210-%c-101256|bn_books-210-%c-106904|bn_books-210-%c-30865|bn_books-210-%c-69482|bn_books-210-%c-83453|bn_books-210-%c-69497|bn_books-210-%c-15053|bn_books-210-%c-8554|bn_books-210-%c-106020|bn_books-210-%c-15070|bn_books-210-%c-69456|bn_books-210-%c-104424|bn_books-210-%c-11239|bn_books-210-%c-91562|bn_books-210-%c-30853|bn_books-210-%c-108683|bn_books-210-%c-38342|bn_books-210-%c-11259|bn_books-210-%c-69513|bn_books-210-%c-15019,,kraków|wydawkrzyżanowohuckiego
1655,Wydawnictwo Kultury Alternatywnej,,Wydaw. Kultury Alternatywnej,,,Kraków,bn_books-210-%c-18011|bn_books-210-%c-17982|bn_books-210-%c-17997,,wydawkulturyalternatywnej|kraków
1657,Wydawnictwo Liberałów,,Wydaw. Liberałów,,,Warszawa,bn_books-210-%c-20973,,warszawa|wydawliberałów
1658,Wydawnictwo Lubelskie NZS,,Wydaw. Lubelskie NZS,,2001,Lublin,bn_books-210-%c-27578|bn_books-210-%c-434,,lublin|wydawlubelskienzsniezależnegozrzeszeniastudentów
1662,Wydawnictwo Młodej Polski,,Wydaw. Młodej Polski,,,Łódź,bn_books-210-%c-3891,,wydawmłodejpolski|łódź
1663,Wydawnictwo Młodzieżowego Frontu Niepodległościowego Korba,,Wydaw. Młodzieżowego Frontu Niepodległościowego Korba,,,Warszawa,bn_books-210-%c-69528,,wydawmłodzieżowegofrontuniepodległościowegokorba|warszawa
1664,Wydawnictwo Narodowe Chrobry,,Wydaw. Narodowe Chrobry,,,Warszawa,bn_books-210-%c-77585|bn_books-210-%c-16874|bn_books-210-%c-22893|bn_books-210-%c-55455|bn_books-210-%c-22922|bn_books-210-%c-16892|bn_books-210-%c-17041|bn_books-210-%c-55436|bn_books-210-%c-22858|bn_books-210-%c-16771|bn_books-210-%c-22962,,warszawa|wydawnarodowechrobry
1665,Wydawnictwa NZS,,,,2001,Warszawa,bn_books-210-%c-15217|bn_books-210-%c-98873,,wydawnictwanzsniezależnegozrzeszeniastudentów|warszawa
1666,Wydawnictwa NZS PW,,Wydawnictwa NZS . Politechnika Warszawska,,2001|818,Warszawa,bn_books-210-%c-8354,,wydawnictwanzsniezależnegozrzeszeniestudentówpolitechnikawarszawska|warszawa
1668,Wydawnictwa Studenckiego Komitetu Solidarności,,,,2004,S. l.,bn_books-210-%c-18274,,sl|wydawnictwastudenckiegokomitetusolidarności
1672,Wydawnictwo Krąg,,we współpr. z Krąg,,,Warszawa,pbl_articles-nan-subject_heading-1395658|bn_books-210-%c-74493,,wydawnictwokrąg|wewspółprzkrąg|warszawa
1673,Wydawnictwo Muzyczne,,,,,Wrocław,pbl_books-nan-publishing_house-1396198,,wydawnictwomuzyczne|wrocław
1675,Wydawnictwo,,,,,Warszawa,bn_books-210-%c-74279,,warszawa|wydawnictwo
1677,Wydawnicza Inicjatywa Podziemia,,,,,Gdańsk,bn_books-210-%c-100275|bn_books-210-%c-33141,,gdańsk|wydawniczainicjatywapodziemia
1678,Wydawnicza Z.,,,,,S. l.,bn_books-210-%c-79554,,sl|wydawniczaz
1679,Wydawniczy Instytut Robotniczy,,,,,Sosnowiec,bn_books-210-%c-17788,,wydawniczyinstytutrobotniczy|sosnowiec
1680,Wydawnictwo Nieobecnych,,Wydaw. Nieobecnych,,,Kraków,bn_books-210-%c-19427,,kraków|wydawnieobecnych
1681,Wydawnictwo Nieobecnych,,Wydaw. Nieobecnych,,,Warszawa,bn_books-210-%c-73705|bn_books-210-%c-25829,,wydawnieobecnych|warszawa
1682,Wydawnictwo Niezależne BIN,,Wydaw. Niezależne BIN,,,Lublin,bn_books-210-%c-28029|bn_books-210-%c-99958,,lublin|wydawniezależnebin
1684,Wydawnictwo Niezależnej Grupy Politycznej,,Wydaw. Niezależnej Grupy Politycznej,,,S. l.|Gdańsk,bn_books-210-%c-16634|bn_books-210-%c-20652,,gdańsk|wydawniezależnejgrupypolitycznej|sl
1686,Wydawnictwo Niezależne,,Wydaw. Niezależne,,,Warszawa,bn_books-210-%c-83158,,wydawniezależne|warszawa
1687,Wydawnictwo N.R.G.O.S. Solidarność im. ks. Jerzego,,Wydaw. N.R.G.O.S. Solidarność im. ks. Jerzego,,2004|2018,Warszawa,bn_books-210-%c-31035,,warszawa|wydawnrgossolidarnośćimksjerzego
1688,Wydawnictwo NZS,,Wydaw. NZS,,2001,Wrocław,bn_books-210-%c-55377,,wrocław|wydawnzsniezależnegozrzeszeniastudentów
1689,Studencki Komitet Obrony Osób Więzionych za Przekonania przy NZS AR Całym zdaniem,,Wydaw. NZS,,2001,Łódź,bn_books-210-%c-10201,,wydawnzsniezależnegozrzeszeniastudentów|łódź
1690,Wydawnictwo NZS UG,,Wydaw. NZS UG,,2001|831,Gdańsk,bn_books-210-%c-37121,,wydawnzsugniezależnegozrzeszeniastudentówuniwersytetugdańskiego|gdańsk
1692,Wydawnictwo NZS UMK,,Wydaw. NZS UMK,,2001,Toruń,bn_books-210-%c-62764,,wydawnzsumkniezależnegozrzeszeniastudentówuniwersytetumikołajakopernika|toruń
1693,Wydawnictwo NZS UŁ Kaktus,,Kaktus|Wydaw. NZS UŁ Kaktus,,2001,Łódź,bn_books-210-%c-88889|bn_books-210-%c-108607|bn_books-210-%c-42634|bn_books-210-%c-60178,,wydawnzsułniezależnegozrzeszeniastudentówuniwersytetułódzkiegokaktus|kaktus|łódź
1694,Wydawnictwo ONR imienia Adama Doboszyńskiego,,Wydaw. ONR imienia Adama Doboszyńskiego,,,S. l.,bn_books-210-%c-164,,wydawonrimieniaadamadoboszyńskiego|sl
1695,Wydawnictwo Oświatowe BiS,,Wydaw. Oświatowe BiS,,,Wrocław,bn_books-210-%c-64145|bn_books-210-%c-105613,,wrocław|wydawoświatowebis
1696,Wydawnictwo Pacyfistyczne,,Wydaw. Pacyfistyczne,,,Kraków,bn_books-210-%c-99783|bn_books-210-%c-58012|bn_books-210-%c-72631,,wydawpacyfistyczne|kraków
1697,Wydawnictwo Podziemne NSZZ Solidarność,,Wydaw. Podziemne Niezależnego Samorządnego Związku Zawodowego Solidarność,,2034|2004,Poznań,bn_books-210-%c-72829,,poznań|wydawpodziemneniezależnegosamorządnegozwiązkuzawodowegosolidarność
1698,Wydawnictwo Polskie KPN,,Wydaw. Polskie|WP Wydaw. Polskie|Wydaw. Polskie KPN|Wydaw. Polskie. Oddział|WP,,424,Lublin|Londyn|S. l.|S.l.|Poznań|Gdańsk|Katowice|Warszawa|Łódź|Kraków,bn_books-210-%c-17778|bn_books-210-%c-50825|bn_books-210-%c-62378|bn_books-210-%c-85334|bn_books-210-%c-97765|bn_books-210-%c-36626|bn_books-210-%c-41678|bn_books-210-%c-11634|bn_books-210-%c-50715|bn_books-210-%c-62917|bn_books-210-%c-451|bn_books-210-%c-49780|bn_books-210-%c-93171|bn_books-210-%c-108667|bn_books-210-%c-93739|bn_books-210-%c-5931|bn_books-210-%c-62946|bn_books-210-%c-62574|bn_books-210-%c-22598|bn_books-210-%c-31870|bn_books-210-%c-41742|bn_books-210-%c-88995|bn_books-210-%c-29957|bn_books-210-%c-102083|bn_books-210-%c-62498|bn_books-210-%c-62649|bn_books-210-%c-62548|bn_books-210-%c-73898|bn_books-210-%c-37898|bn_books-210-%c-63650|bn_books-210-%c-95211|bn_books-210-%c-62881|bn_books-210-%c-72059|bn_books-210-%c-92889|bn_books-210-%c-6883|bn_books-210-%c-79912|bn_books-210-%c-62560|bn_books-210-%c-17460|bn_books-210-%c-41665|bn_books-210-%c-62821|bn_books-210-%c-62801|bn_books-210-%c-102907|bn_books-210-%c-65415|bn_books-210-%c-45555|bn_books-210-%c-65025|bn_books-210-%c-97744|bn_books-210-%c-41772|bn_books-210-%c-63043|bn_books-210-%c-108763|bn_books-210-%c-33816|bn_books-210-%c-108655|bn_books-210-%c-53798|bn_books-210-%c-108637|bn_books-210-%c-62418|bn_books-210-%c-2644|bn_books-210-%c-62445|bn_books-210-%c-62621|bn_books-210-%c-50728|bn_books-210-%c-62897|bn_books-210-%c-63256|bn_books-210-%c-103859|bn_books-210-%c-63190|bn_books-210-%c-62365|bn_books-210-%c-56297|bn_books-210-%c-78716|bn_books-210-%c-108731|bn_books-210-%c-62982|bn_books-210-%c-23667|bn_books-210-%c-41725|bn_books-210-%c-63225|bn_books-210-%c-36376|bn_books-210-%c-86822|bn_books-210-%c-97436|bn_books-210-%c-71848|bn_books-210-%c-49925|bn_books-210-%c-41789|bn_books-210-%c-89637|bn_books-210-%c-65307|bn_books-210-%c-55780|bn_books-210-%c-46683|bn_books-210-%c-106743|bn_books-210-%c-36645|bn_books-210-%c-47183|bn_books-210-%c-52922|bn_books-210-%c-12219|bn_books-210-%c-108713|bn_books-210-%c-93147|bn_books-210-%c-63210|bn_books-210-%c-108621|bn_books-210-%c-63026|bn_books-210-%c-63170|bn_books-210-%c-82723|bn_books-210-%c-36389|bn_books-210-%c-79744|bn_books-210-%c-62588|bn_books-210-%c-45521|bn_books-210-%c-63240|bn_books-210-%c-45505|bn_books-210-%c-62487|bn_books-210-%c-73419|bn_books-210-%c-47150|bn_books-210-%c-62781,,lublin|wydawpolskiekpn|sl|wpwydawpolskie|londynwarszawa|wydawpolskieoddział|gdańsk|poznań|wydawpolskiekpnkonfederacjipolskiniepodległej|warszawa|kraków|wydawpolskie|katowice|łódź
1710,Wydawnictwo Prawno-Polityczne,,Wydaw. Prawno-Polityczne,,,Warszawa,bn_books-210-%c-110379|bn_books-210-%c-47507,,wydawprawnopolityczne|warszawa
1711,Wydawnictwo Propozycji i Dyskusji,,Wydaw. Propozycji i Dyskusji,,,Łódź,bn_books-210-%c-48765,,wydawpropozycjiidyskusji|łódź
1712,Wydawnictwo Przeora Augustyna Kordeckiego,,Wydaw. Przeora Augustyna Kordeckiego,,,Warszawa,bn_books-210-%c-37696,,wydawprzeoraaugustynakordeckiego|warszawa
1713,Wydawnictwo Północno-Wschodnie,,Wydaw. Północno-Wschodnie,,,Białystok,bn_books-210-%c-73046,,białystok|wydawpółnocnowschodnie
1714,Wydawnictwo Regionu Śląsko-Dąbrowskiego,,Wydaw. Regionu Śląsko-Dąbrowskiego,,2004|2029,Katowice,bn_books-210-%c-52534,,wydawregionuśląskodąbrowskiego|katowice
1715,Wydawnictwo Regionu Świętokrzyskiego,,Wydaw. Regionu Świętokrzyskiego,,2031|2004,Skarżysko-Kamienna,bn_books-210-%c-103825,,wydawregionuświętokrzyskiego|skarżyskokamienna
1717,Wydawnictwo Ruchu Alternatywnego,,Wydaw. Ruchu Alternatywnego,,,Warszawa,bn_books-210-%c-64472,,warszawa|wydawruchualternatywnego
1718,Wydawnictwo Ruchu Oporu Niezależnego Zrzeszenia Studentów,,Wydaw. Ruchu Oporu Niezależnego Zrzeszenia Studentów,,,Kraków,bn_books-210-%c-85405,,wydawruchuoporuniezależnegozrzeszeniastudentów|kraków
1719,Wydawnictwo Ruchu Oporu NZS,,Wydaw. Ruchu Oporu NZS,,2001,Kraków,bn_books-210-%c-66500|bn_books-210-%c-33709,,wydawruchuoporunzsniezależnegozrzeszeniastudentów|kraków|wydawruchuoporunzs
1721,Wydawnictwo Ruchu Społeczeństwa Alternatywnego,,Wydaw. Ruchu Społeczeństwa Alternatywnego,,,Gdańsk,bn_books-210-%c-103081,,wydawruchuspołeczeństwaalternatywnego|gdańsk
1722,Wydawnictwo R,,R,,,Kraków,bn_books-210-%c-94143,,wydawr|kraków
1723,Wydawnictwo Solidarności Portowców,,Wydaw. Solidarności Portowców,,2011|2004,Gdynia,bn_books-210-%c-59206,,gdynia|wydawsolidarnościportowców
1724,Wydawnictwo Solidarności Walczącej,,Wydaw. Solidarności Walczącej,,2003,Szczecin|Gdańsk,bn_books-210-%c-51373|bn_books-210-%c-80492,,gdańsk|wydawsolidarnościwalczącej|szczecin
1727,Wydawnictwo Społeczne,,Wydaw. Społeczne,,,Warszawa,bn_books-210-%c-17937,,wydawspołeczne|warszawa
1728,Wydawnictwo Szkoleń Związkowych NSZZ,,Wydaw. Szkoleń Związkowych NSZZ,,2011|2004,Gdańsk,bn_books-210-%c-57562,,gdańsk|wydawszkoleńzwiązkowychnszz
1729,Wydawnictwo Terytorialno-Związkowego Komitetu Samoobrony Społecznej Solidarność,,Redakcja Terytorialno-Związkowego Komitetu Samoobrony Społecznej Solidarność|Wydaw. Terytorialno-Związkowego Komitetu Samoobrony Społecznej Solidarność,,2011|2004,Gdańsk,bn_books-210-%c-1306|bn_books-210-%c-1288,,gdańsk|redakcjaterytorialnozwiązkowegokomitetusamoobronyspołecznejsolidarność|wydawterytorialnozwiązkowegokomitetusamoobronyspołecznejsolidarność
1730,Wydawnictwo Uniwersytetu Wrocławskiego Bratnia Pomoc,,Wydaw. Uniwersytetu Wrocławskiego Bratnia Pomoc,,,Wrocław,bn_books-210-%c-21349,,wrocław|wydawuniwersytetuwrocławskiegobratniapomoc
1731,Wydawnictwo Warszawskie,,Wydaw. Warszawskie,,,Warszawa,bn_books-210-%c-46499,,warszawa|wydawwarszawskie
1734,Wolna Niezależna Lotna Drukarnia im. 11 Listopada 1918 r.,WNLD,Wydaw. WNLD - Wolna Niezależna Lotna Drukarnia im. 11 Listopada 1918 r.,,,Warszawa,bn_books-210-%c-79488,,wydawwnldwolnaniezależnalotnadrukarniaim11listopada1918r|warszawa
1735,Wydawnictwo Wojenne,,Wydaw. Wojenne,,,Warszawa,bn_books-210-%c-42783|bn_books-210-%c-102351|bn_books-210-%c-42795,,wydawwojenne|warszawa
1736,Wydawnictwo Wola-Solidarność,,Wydaw. Wola-Solidarność,,2004|2018,Warszawa,bn_books-210-%c-89621|bn_books-210-%c-108115,,wydawwolasolidarność|warszawa
1737,Wydawnictwo Wschodnie,,Wydaw. Wschodnie,,,S. l.,bn_books-210-%c-109824,,sl|wydawwschodnie
1738,Wydawnictwo Wywrotowca,,Wydaw. Wywrotowca,,,Lublin,bn_books-210-%c-15433,,lublin|wydawwywrotowca
1739,Wydawnictwo Z.T.,,Wydaw. Z.T.,,,S. l.,bn_books-210-%c-16235,,sl|wydawzt
1740,Wydawnictwo Związkowe Mazowsza,,Wydaw. Związkowe Mazowsza|Wydaw. Związkowe Mazowsze,,2004|2018,Warszawa,bn_books-210-%c-15193|bn_books-210-%c-79059,,wydawzwiązkowemazowsza|wydawzwiązkowemazowsze|warszawa
1742,Wydawnictwo Z,,Wydaw. Z,,,S. l.,bn_books-210-%c-100463,,wydawz|sl
1743,**,,Wydaw. */*|*/*,,,S. l.,bn_books-210-%c-14110|bn_books-210-%c-50114,,sl|wydaw
1744,***,,***|~*~*~*,,,Warszawa,bn_books-210-%c-31335|bn_books-210-%c-84411|bn_books-210-%c-58608|bn_books-210-%c-3796,,wydaw|warszawa
1745,Wydawnictwo św. Andrzeja Boboli,,Wydaw. św. Andrzeja Boboli,,,Warszawa,bn_books-210-%c-12876|bn_books-210-%c-105052|bn_books-225-%f-12876|bn_books-210-%c-74449|bn_books-210-%c-74434|bn_books-210-%c-74299,,wydawświętegoandrzejaboboli|wydawśwandrzejaboboli|warszawa
1747,Wydawnictwo Świętego Maksymiliana,,Wydaw. Św. Maksymiliana,,,Wrocław,bn_books-210-%c-73258|bn_books-210-%c-79652,,wrocław|wydawświętegomaksymiliana
1748,Solidarite France-Pologne,,wyd. dzięki pomocy Solidarit~'e France-Pologne,,2004|2018,Warszawa,bn_books-210-%c-8297,,wyddziękipomocysolidaritefrancepologne|warszawa
1749,Wydma,,,,,Warszawa,bn_books-210-%c-102337,,wydma|warszawa
1751,Wydział Wydawniczy Ruchu Narodowego,,,,,Gdańsk,bn_books-210-%c-3314,,gdańsk|wydziałwydawniczyruchunarodowego
1752,Wytrwałość,,,,,Warszawa,bn_books-210-%c-75225|bn_books-210-%c-64360|bn_books-210-%c-93042|bn_books-210-%c-33736|bn_books-210-%c-93916|bn_books-210-%c-7332|bn_books-210-%c-32380|bn_books-210-%c-9815,,wytrwałość|warszawa
1753,Wyzwolenie,,,,,Warszawa,bn_books-210-%c-91989|bn_books-210-%c-38876|bn_books-210-%c-42079|bn_books-210-%c-55074|bn_books-210-%c-52601|bn_books-210-%c-42091|bn_books-210-%c-42103|bn_books-210-%c-53697,,wyzwolenie|warszawa
1754,Wyzwolenie,,,,,Wrocław,bn_books-210-%c-11459|bn_books-210-%c-108792|bn_books-210-%c-38498|bn_books-210-%c-40371|bn_books-210-%c-33237|bn_books-210-%c-48953,,wrocław|wyzwolenie
1755,W,,,,,Kraków,bn_books-210-%c-76045,,kraków|w
1756,W,,,,,Warszawa,bn_books-210-%c-5488|bn_books-210-%c-41216|bn_books-210-%c-45232|bn_books-210-%c-59054|bn_books-210-%c-45188|bn_books-210-%c-47047|bn_books-210-%c-83667|bn_books-210-%c-82682|bn_books-210-%c-75659|bn_books-210-%c-27659|bn_books-210-%c-75719|bn_books-210-%c-89611|bn_books-210-%c-58927|bn_books-210-%c-75679|bn_books-210-%c-59122|bn_books-210-%c-23748|bn_books-210-%c-95005|bn_books-210-%c-75700|bn_books-210-%c-53153|bn_books-210-%c-108034|bn_books-210-%c-59034|bn_books-210-%c-39070,,warszawa|w
1757,Węgierski PEN-Club,,,,,,pbl_articles-nan-subject_heading-1394624,,węgierskipenclub
1758,Węzeł,,,,,Gdańsk,bn_books-210-%c-32153,,gdańsk|węzeł
1759,X-ray,,,,,S. l.,bn_books-210-%c-98434,,sl|xray
1760,XXX,,,,67,Lublin,bn_books-210-%c-64407,,lublin|xxx
1761,X,,X,,,Kraków,bn_books-210-%c-40276|bn_books-210-%c-3212|bn_books-210-%c-6303|bn_books-210-%c-21014|bn_books-210-%c-50528|bn_books-210-%c-72992|bn_books-210-%c-59194|bn_books-210-%c-51440|bn_books-210-%c-54927|bn_books-210-%c-73026|bn_books-210-%c-42146|bn_books-210-%c-59070|bn_books-210-%c-100018|bn_books-210-%c-54240|bn_books-210-%c-55031|bn_books-210-%c-25002|bn_books-210-%c-43964|bn_books-210-%c-52189|bn_books-210-%c-50544|bn_books-210-%c-54364|bn_books-210-%c-32925|bn_books-210-%c-88394|bn_books-210-%c-53991|bn_books-210-%c-54910|bn_books-210-%c-100232|bn_books-210-%c-20067|bn_books-210-%c-59136|bn_books-210-%c-72979|bn_books-210-%c-107340|bn_books-210-%c-26402|bn_books-210-%c-74908|bn_books-210-%c-54554|bn_books-210-%c-73010,,kraków|x
1762,X,,,,,Lublin,bn_books-210-%c-81862,,lublin|x
1763,X,,,,,s. l.,bn_books-210-%g-69108,,sl|x
1764,X,,,,,Warszawa,bn_books-210-%c-29967|bn_books-210-%c-11675|bn_books-210-%c-22727,,warszawa|x
1765,Zakaz Zawracania,,,,,Łódź,bn_books-210-%c-15593|bn_books-210-%c-21285,,zakazzawracania|łódź
1766,Zakon Kopistów wytrwałych przy NSZZ Solidarność,,,,2004,s.l.,bn_books-210-%g-93693,,sl|zakonkopistówwytrwałychprzynszzsolidarność
1767,Zakład Edytorstwa Kontrowersyjnego,,,,,Lublin,bn_books-210-%g-11960,,lublin|zakładedytorstwakontrowersyjnego
1768,Zakład Karny,,,,,Zabrze - Zaborze,bn_books-210-%c-94107,,zabrzezaborze|zakładkarny
1769,Zarząd Regionu Ziemi Łódzkiej NSZZ Solidarność,,Zarząd Regionalny Ziemi Łódzkiej|Zakład Małej Poligrafii ZR Ziemi Łódzkiej NSZZ Solidarność|ZR NSZZ - Zarząd Regionalny Niezależnego Samorządnego Związku Zawodowego Solidarność Ziemi Łódzkiej|ZR NSZZ Solidarność Ziemi Łódzkiej|Zarząd Regionalny NSZZ Solidarność Ziemi Łódzkiej|Zarząd Regionalny Ziemi Łódzkiej NSZZ - Niezależnego Samorządnego Związku Zawodowego Solidarność|ZR NSZZ|ZR NSZZ Solidarność|ZMP ZR NSZZ Solidarność Ziemi Łódzkiej,,2038|2004,Łódź|s. l.,bn_books-210-%c-109796|bn_books-120-%2-67297|bn_books-110-%2-67318|bn_books-210-%g-33061|bn_books-210-%c-15614|bn_books-210-%c-78221|bn_books-210-%g-44239|bn_books-120-%1-67297|bn_books-210-%c-78961|bn_books-210-%c-44239|bn_books-210-%c-86249|bn_books-110-%1-67318|bn_books-210-%g-109796|bn_books-210-%c-67297,,zrnszzzarządregionalnyniezależnegosamorządnegozwiązkuzawodowegosolidarnośćziemiłódzkiej|zarządregionalnynszzniezależnegosamorządnegozwiązkuzawodowegosolidarnośćziemiłódzkiej|sl|zmpzrnszzsolidarnośćziemiłódzkiej|zarządregionalnyziemiłódzkiejnszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|zakładmałejpoligrafiizrzarząduregionuziemiłódzkiejnszzniezależnegosamorządnegozwiązkuzawodowegosolidarność|zarządregionalnyziemiłódzkiej|zrnszz|zrnszzsolidarnośćziemiłódzkiej|niezależnysamorządnyzwiązekzawodowysolidarność|łódź
1770,Zakłady Graficzne im. Obrońców Wujka,,Zakł. Graf. im. Obrońców Wujka,,,Warszawa|Kraków,bn_books-210-%c-44445,,zakładygraficzneimobrońcówwujka|warszawakraków
1773,Zarys,,,,,Wrocław|S. l.,bn_books-210-%c-64871|bn_books-210-%c-103265|bn_books-210-%c-74493|bn_books-210-%c-90574,,wrocław|sl|zarys
1774,Związek Literatów Polskich - Zarząd Główny,,,,1819,,bn_books-110-%2-108889|bn_books-110-%2-108874,,zarządgłówny
1775,Zarząd Regionalny,,,,2004,,bn_books-120-%2-67280,,zarządregionalny
1780,Zarząd Regionu Środkowo-Wschodniego NSZZ Solidarność,,Zarząd RŚ-W NSZZ Solidarność|Zarząd Regionu Środkowo-Wschodniego NSZZ,,2030|2004,Lublin,bn_books-210-%c-67189|bn_books-210-%c-87981,,lublin|zarządrśwnszzsolidarność|zarządregionuśrodkowowschodniegonszzniezależnegosamorządnegozwiązkuzawodowegosolidarność
1782,ZA,,,,,Puławy,bn_books-210-%g-60031|bn_books-210-%g-78832,,za|puławy
1783,Zbliżenia,,,,,Warszawa,bn_books-210-%c-71414|bn_books-210-%c-106493|bn_books-210-%c-13485|bn_books-210-%c-110456|bn_books-210-%c-29139|bn_books-210-%c-61607|bn_books-210-%c-106468|bn_books-210-%c-106517|bn_books-210-%c-8434|bn_books-210-%c-56503|bn_books-210-%c-71126|bn_books-210-%c-1588|bn_books-210-%c-54339|bn_books-210-%c-74821|bn_books-210-%c-57966|bn_books-210-%c-74839|bn_books-210-%c-4301,,zbliżenia|warszawa
1784,Zbroja,,,,,Warszawa,bn_books-210-%c-103528,,zbroja|warszawa
1785,Zespół Badań nad Myślą Konserwatywną i Liberalną,,,,,Warszawa,bn_books-210-%c-43591|bn_books-210-%c-6422,,zespółbadańnadmyśląkonserwatywnąiliberalną|warszawa
